學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,lat,lng
1185,經國管理暨健康學院,D 日,B 四技,1643,613,1030,98,175,102,179,185,317,173,277,0,0,0,0,0,0,55,82,17 基隆市,2 技職,25.1500306,121.7277801
1185,經國管理暨健康學院,D 日,C 二技,173,23,150,0,0,0,0,7,73,13,74,0,0,0,0,0,0,3,3,17 基隆市,2 技職,25.1500306,121.7277801
1185,經國管理暨健康學院,D 日,5 五專,1012,259,753,49,158,48,154,57,125,52,135,41,126,0,0,0,0,12,55,17 基隆市,2 技職,25.1500306,121.7277801
1185,經國管理暨健康學院,N 職,M 碩士,40,12,28,8,12,1,13,2,1,1,1,0,1,0,0,0,0,0,0,17 基隆市,2 技職,25.1500306,121.7277801
1185,經國管理暨健康學院,N 修,B 四技,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,17 基隆市,2 技職,25.1500306,121.7277801
32,國立聯合大學,N 職,M 碩士,42,26,16,12,8,12,7,2,1,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,1 一般,24.5458044,120.81232
32,國立聯合大學,P 進,B 學士,1083,748,335,189,76,149,62,166,80,195,79,0,0,0,0,0,0,49,38,05 苗栗縣,1 一般,24.5458044,120.81232
1032,明新科技大學,N 修,C 二技,654,339,315,0,0,0,0,185,138,147,170,0,0,0,0,0,0,7,7,04 新竹縣,2 技職,24.8641986,120.9906648
51,國立臺北商業大學,D 日,D 博士,8,7,1,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,D 日,M 碩士,301,129,172,51,77,69,87,5,8,4,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,D 日,B 四技,2461,786,1675,205,400,185,408,203,431,177,394,0,0,0,0,0,0,16,42,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,D 日,C 二技,645,138,507,0,0,0,0,61,239,67,260,0,0,0,0,0,0,10,8,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,D 日,5 五專,1704,482,1222,93,224,94,255,94,251,106,218,84,247,0,0,0,0,11,27,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,N 職,M 碩士,68,28,40,14,21,10,15,4,4,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,N 修,B 四技,907,327,580,101,159,95,148,68,137,52,113,0,0,0,0,0,0,11,23,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,N 修,C 二技,903,308,595,0,0,0,0,149,276,143,297,0,0,0,0,0,0,16,22,30 臺北市,2 技職,25.0418903,121.5256203
51,國立臺北商業大學,N 修,2 二專,493,159,334,83,173,76,161,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職,25.0418903,121.5256203
52,國立屏東大學,D 日,D 博士,47,24,23,4,6,7,3,3,5,3,4,2,3,3,1,2,1,0,0,13 屏東縣,1 一般,22.6659053,120.5048409
52,國立屏東大學,D 日,M 碩士,910,340,570,144,219,113,174,37,108,46,66,0,3,0,0,0,0,0,0,13 屏東縣,1 一般,22.6659053,120.5048409
52,國立屏東大學,D 日,B 學士,6630,2786,3844,739,933,681,917,649,916,609,971,0,0,0,0,0,0,108,107,13 屏東縣,1 一般,22.6659053,120.5048409
52,國立屏東大學,N 職,M 碩士,727,227,500,74,165,69,136,34,101,30,49,16,38,4,10,0,1,0,0,13 屏東縣,1 一般,22.6659053,120.5048409
52,國立屏東大學,P 進,B 學士,823,388,435,99,109,102,127,68,93,78,80,0,0,0,0,0,0,41,26,13 屏東縣,1 一般,22.6659053,120.5048409
53,國立高雄科技大學,D 日,D 博士,621,465,156,110,52,79,26,79,30,64,16,55,7,25,12,53,13,0,0,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,D 日,M 碩士,2530,1722,808,803,428,711,279,138,62,69,39,0,0,1,0,0,0,0,0,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,D 日,B 四技,17453,10790,6663,2702,1728,2708,1660,2461,1604,2523,1518,0,0,0,0,0,0,396,153,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,D 日,C 二技,439,269,170,0,0,0,0,123,82,105,71,0,0,0,0,0,0,41,17,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,D 日,5 五專,798,650,148,129,30,109,34,140,33,175,33,75,17,0,0,0,0,22,1,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,N 職,M 碩士,2010,1290,720,489,330,454,282,167,63,87,23,50,9,43,13,0,0,0,0,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,N 修,B 四技,3938,2640,1298,630,309,597,302,605,313,563,306,0,0,0,0,0,0,245,68,50 高雄市,2 技職,22.7556518,120.3320979
53,國立高雄科技大學,N 修,C 二技,113,69,44,0,0,0,0,34,24,29,17,0,0,0,0,0,0,6,3,50 高雄市,2 技職,22.7556518,120.3320979
144,國立臺灣戲曲學院,D 日,B 四技,539,186,353,49,84,51,83,33,87,44,82,0,0,0,0,0,0,9,17,30 臺北市,2 技職,25.0819234,121.586525
144,國立臺灣戲曲學院,N 修,B 四技,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30 臺北市,2 技職,25.0819234,121.586525
221,國立臺南護理專科學校,D 日,2 二專,99,7,92,1,37,6,52,0,0,0,0,0,0,0,0,0,0,0,3,21 臺南市,2 技職,22.9956656,120.207567
221,國立臺南護理專科學校,D 日,5 五專,1804,163,1641,32,340,36,335,33,319,31,317,29,321,0,0,0,0,2,9,21 臺南市,2 技職,22.9956656,120.207567
221,國立臺南護理專科學校,N 修,2 二專,23,6,17,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,2 技職,22.9956656,120.207567
222,國立臺東專科學校,D 日,2 二專,573,407,166,184,86,216,77,0,0,0,0,0,0,0,0,0,0,7,3,14 臺東縣,2 技職,22.7586954,121.1226973
222,國立臺東專科學校,D 日,5 五專,266,127,139,25,14,21,17,31,23,16,28,24,44,0,0,0,0,10,13,14 臺東縣,2 技職,22.7586954,121.1226973
222,國立臺東專科學校,N 修,2 二專,116,65,51,24,28,36,21,0,0,0,0,0,0,0,0,0,0,5,2,14 臺東縣,2 技職,22.7586954,121.1226973
1001,東海大學,D 日,D 博士,253,152,101,29,13,18,10,21,23,24,14,24,12,15,8,21,21,0,0,19 臺中市,1 一般,24.1798677,120.604492
1001,東海大學,D 日,M 碩士,1300,631,669,220,271,208,184,93,125,100,80,2,5,8,4,0,0,0,0,19 臺中市,1 一般,24.1798677,120.604492
1001,東海大學,D 日,B 學士,13147,5830,7317,1529,1793,1405,1764,1242,1788,1315,1736,9,18,0,0,0,0,330,218,19 臺中市,1 一般,24.1798677,120.604492
1001,東海大學,N 職,M 碩士,763,380,383,129,138,112,119,53,63,37,31,25,19,24,13,0,0,0,0,19 臺中市,1 一般,24.1798677,120.604492
1001,東海大學,P 進,B 學士,404,209,195,21,27,34,32,31,31,52,47,34,44,0,0,0,0,37,14,19 臺中市,1 一般,24.1798677,120.604492
1002,輔仁大學,D 日,D 博士,427,228,199,39,34,35,25,40,35,30,27,32,29,21,24,31,25,0,0,01 新北市,1 一般,25.0334487,121.4334756
1002,輔仁大學,D 日,M 碩士,1969,799,1170,300,458,232,340,155,232,105,133,5,6,2,1,0,0,0,0,01 新北市,1 一般,25.0334487,121.4334756
1002,輔仁大學,D 日,B 學士,17751,7282,10469,1794,2510,1655,2682,1715,2461,1604,2456,38,13,35,17,0,0,441,330,01 新北市,1 一般,25.0334487,121.4334756
1002,輔仁大學,N 職,M 碩士,1492,553,939,214,325,166,307,81,147,42,75,25,51,25,34,0,0,0,0,01 新北市,1 一般,25.0334487,121.4334756
1018,朝陽科技大學,D 日,B 四技,11467,4970,6497,1282,1598,1134,1556,1139,1557,1137,1627,0,0,0,0,0,0,278,159,06 臺中市,2 技職,24.069678,120.714829
1018,朝陽科技大學,D 日,C 二技,55,19,36,0,0,0,0,12,9,6,26,0,0,0,0,0,0,1,1,06 臺中市,2 技職,24.069678,120.714829
1018,朝陽科技大學,N 職,M 碩士,339,152,187,39,49,39,52,17,18,18,24,16,12,16,22,7,10,0,0,06 臺中市,2 技職,24.069678,120.714829
1018,朝陽科技大學,N 修,B 四技,2071,1051,1020,177,182,204,203,262,275,327,286,0,0,0,0,0,0,81,74,06 臺中市,2 技職,24.069678,120.714829
1019,高雄醫學大學,D 日,D 博士,319,151,168,36,33,27,31,28,33,20,27,16,20,12,14,12,10,0,0,50 高雄市,1 一般,22.6452028,120.310411
1019,高雄醫學大學,D 日,M 碩士,754,233,521,112,190,82,201,28,84,11,45,0,1,0,0,0,0,0,0,50 高雄市,1 一般,22.6452028,120.310411
1019,高雄醫學大學,D 日,B 學士,5247,2199,3048,516,713,454,741,465,672,442,691,134,97,143,94,0,0,45,40,50 高雄市,1 一般,22.6452028,120.310411
1019,高雄醫學大學,N 職,M 碩士,208,87,121,37,59,30,41,8,10,7,9,5,2,0,0,0,0,0,0,50 高雄市,1 一般,22.6452028,120.310411
1020,南華大學,D 日,D 博士,54,33,21,6,3,7,3,6,4,6,4,5,4,2,1,1,2,0,0,10 嘉義縣,1 一般,29.7199489,-95.3422334
1020,南華大學,D 日,M 碩士,552,219,333,95,142,65,91,30,65,27,35,2,0,0,0,0,0,0,0,10 嘉義縣,1 一般,29.7199489,-95.3422334
1020,南華大學,D 日,B 學士,4199,1986,2213,469,539,454,534,458,543,463,539,0,0,0,0,0,0,142,58,10 嘉義縣,1 一般,29.7199489,-95.3422334
1020,南華大學,N 職,M 碩士,370,140,230,68,78,31,62,17,49,14,29,10,12,0,0,0,0,0,0,10 嘉義縣,1 一般,29.7199489,-95.3422334
1020,南華大學,P 進,B 學士,297,182,115,49,46,41,26,48,21,33,18,0,0,0,0,0,0,11,4,10 嘉義縣,1 一般,29.7199489,-95.3422334
1021,真理大學,D 日,M 碩士,118,69,49,23,20,18,14,16,11,12,4,0,0,0,0,0,0,0,0,01 新北市,1 一般,25.1751815,121.4344674
1021,真理大學,D 日,B 學士,4861,2404,2457,544,539,680,607,538,558,481,654,0,0,0,0,0,0,161,99,01 新北市,1 一般,25.1751815,121.4344674
1021,真理大學,N 職,M 碩士,20,8,12,2,4,2,4,1,3,2,1,1,0,0,0,0,0,0,0,01 新北市,1 一般,25.1751815,121.4344674
1021,真理大學,P 進,B 學士,11,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,01 新北市,1 一般,25.1751815,121.4344674
1022,大同大學,D 日,D 博士,94,61,33,16,5,10,3,11,7,5,10,9,2,4,3,6,3,0,0,30 臺北市,1 一般,25.0671544,121.521804
1022,大同大學,D 日,M 碩士,221,149,72,67,30,42,34,26,5,14,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般,25.0671544,121.521804
1022,大同大學,D 日,B 學士,3525,2176,1349,542,359,547,318,517,309,453,325,0,0,0,0,0,0,117,38,30 臺北市,1 一般,25.0671544,121.521804
1022,大同大學,N 職,M 碩士,140,114,26,41,6,13,5,22,4,21,5,17,6,0,0,0,0,0,0,30 臺北市,1 一般,25.0671544,121.521804
1023,南臺科技大學,D 日,D 博士,93,63,30,12,10,9,4,10,5,12,5,7,5,5,1,8,0,0,0,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,D 日,M 碩士,753,428,325,201,128,123,105,60,43,28,29,10,10,6,10,0,0,0,0,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,D 日,B 四技,12285,7069,5216,1664,1245,1710,1203,1724,1287,1593,1322,0,0,0,0,0,0,378,159,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,D 日,C 二技,118,14,104,0,0,0,0,5,50,9,54,0,0,0,0,0,0,0,0,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,D 日,5 五專,316,285,31,76,7,78,13,64,6,67,4,0,0,0,0,0,0,0,1,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,N 職,M 碩士,311,153,158,54,58,51,62,18,16,9,14,12,5,9,3,0,0,0,0,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,N 修,B 四技,3193,2070,1123,365,183,401,208,521,299,538,326,0,0,0,0,0,0,245,107,11 臺南市,2 技職,23.0254548,120.2264886
1023,南臺科技大學,N 修,C 二技,153,54,99,0,0,0,0,21,46,27,47,0,0,0,0,0,0,6,6,11 臺南市,2 技職,23.0254548,120.2264886
1024,崑山科技大學,D 日,D 博士,32,26,6,5,1,5,0,5,3,6,1,3,1,0,0,2,0,0,0,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,D 日,M 碩士,299,179,120,97,61,65,46,8,5,9,8,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,D 日,B 四技,6756,4136,2620,988,572,852,576,1053,673,996,698,0,0,0,0,0,0,247,101,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,D 日,C 二技,49,23,26,0,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,N 職,M 碩士,146,94,52,42,28,40,19,8,4,4,1,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,N 修,B 四技,2384,1625,759,394,171,322,162,380,186,406,183,0,0,0,0,0,0,123,57,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,N 修,C 二技,291,163,128,0,0,0,0,93,63,67,62,0,0,0,0,0,0,3,3,11 臺南市,2 技職,22.9977586,120.2530937
1024,崑山科技大學,N 修,2 二專,13,7,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,1,11 臺南市,2 技職,22.9977586,120.2530937
1025,嘉南藥理大學,D 日,M 碩士,174,82,92,31,41,34,43,9,6,8,2,0,0,0,0,0,0,0,0,11 臺南市,2 技職,22.9209971,120.2253459
1025,嘉南藥理大學,D 日,B 四技,9010,3815,5195,898,1205,896,1169,976,1364,897,1361,0,0,0,0,0,0,148,96,11 臺南市,2 技職,22.9209971,120.2253459
1025,嘉南藥理大學,D 日,C 二技,94,4,90,0,0,0,0,0,48,4,41,0,0,0,0,0,0,0,1,11 臺南市,2 技職,22.9209971,120.2253459
1025,嘉南藥理大學,N 職,M 碩士,198,85,113,36,52,35,44,10,14,4,1,0,1,0,1,0,0,0,0,11 臺南市,2 技職,22.9209971,120.2253459
33,國立虎尾科技大學,D 日,D 博士,57,49,8,13,2,11,2,7,0,7,0,5,1,6,1,0,2,0,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,D 日,M 碩士,912,747,165,390,93,279,54,63,11,15,7,0,0,0,0,0,0,0,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,D 日,B 四技,7340,5609,1731,1454,446,1390,439,1298,417,1276,409,0,0,0,0,0,0,191,20,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,D 日,C 二技,235,181,54,0,0,0,0,94,28,80,26,0,0,0,0,0,0,7,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,D 日,2 二專,64,60,4,34,0,17,4,0,0,0,0,0,0,0,0,0,0,9,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,D 日,5 五專,238,207,31,58,11,73,9,34,4,42,7,0,0,0,0,0,0,0,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,N 職,M 碩士,193,142,51,65,23,41,14,16,6,14,4,6,4,0,0,0,0,0,0,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,N 修,B 四技,2200,1791,409,546,99,401,97,429,99,331,104,0,0,0,0,0,0,84,10,09 雲林縣,2 技職,23.7026129,120.4294895
33,國立虎尾科技大學,N 修,C 二技,169,112,57,0,0,0,0,46,33,64,21,0,0,0,0,0,0,2,3,09 雲林縣,2 技職,23.7026129,120.4294895
35,國立臺南藝術大學,D 日,D 博士,58,25,33,8,9,5,8,3,4,4,4,2,1,2,5,1,2,0,0,11 臺南市,1 一般,23.1860115,120.3743165
35,國立臺南藝術大學,D 日,M 碩士,548,196,352,66,100,50,96,41,69,38,85,1,1,0,1,0,0,0,0,11 臺南市,1 一般,23.1860115,120.3743165
35,國立臺南藝術大學,D 日,B 學士,786,251,535,74,126,48,128,51,120,55,132,0,0,0,0,0,0,23,29,11 臺南市,1 一般,23.1860115,120.3743165
35,國立臺南藝術大學,D 日,5 七年,173,77,96,24,35,30,28,23,33,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般,23.1860115,120.3743165
35,國立臺南藝術大學,N 職,M 碩士,51,16,35,5,11,6,9,2,6,0,1,0,3,2,2,1,3,0,0,11 臺南市,1 一般,23.1860115,120.3743165
36,國立臺南大學,D 日,D 博士,153,64,89,9,18,12,11,8,15,6,13,9,12,6,8,14,12,0,0,21 臺南市,1 一般,22.9847814,120.2079978
36,國立臺南大學,D 日,M 碩士,988,414,574,145,196,135,157,78,103,51,104,3,11,2,3,0,0,0,0,21 臺南市,1 一般,22.9847814,120.2079978
36,國立臺南大學,D 日,B 學士,3955,1840,2115,463,537,443,510,439,517,424,501,0,0,0,0,0,0,71,50,21 臺南市,1 一般,22.9847814,120.2079978
36,國立臺南大學,N 職,M 碩士,662,208,454,65,152,72,143,27,73,31,60,12,20,1,6,0,0,0,0,21 臺南市,1 一般,22.9847814,120.2079978
36,國立臺南大學,P 進,B 學士,181,107,74,24,19,32,19,29,13,19,19,0,0,0,0,0,0,3,4,21 臺南市,1 一般,22.9847814,120.2079978
37,國立臺北教育大學,D 日,D 博士,154,69,85,6,14,6,12,11,12,7,12,11,7,9,9,19,19,0,0,30 臺北市,3 師範,25.023387,121.5453446
37,國立臺北教育大學,D 日,M 碩士,1418,440,978,148,299,121,282,73,169,78,168,15,40,4,11,1,9,0,0,30 臺北市,3 師範,25.023387,121.5453446
37,國立臺北教育大學,D 日,B 學士,3318,1101,2217,273,536,278,517,241,539,253,558,0,0,0,0,0,0,56,67,30 臺北市,3 師範,25.023387,121.5453446
37,國立臺北教育大學,N 職,M 碩士,1048,262,786,109,274,80,252,33,104,20,94,5,14,15,47,0,1,0,0,30 臺北市,3 師範,25.023387,121.5453446
39,國立臺中教育大學,D 日,D 博士,106,40,66,5,9,6,7,6,12,4,13,4,9,8,7,7,9,0,0,19 臺中市,3 師範,24.1436581,120.6718274
39,國立臺中教育大學,D 日,M 碩士,882,284,598,100,203,92,178,56,124,30,80,2,9,4,4,0,0,0,0,19 臺中市,3 師範,24.1436581,120.6718274
39,國立臺中教育大學,D 日,B 學士,3234,1158,2076,306,511,272,505,271,511,246,508,0,0,0,0,0,0,63,41,19 臺中市,3 師範,24.1436581,120.6718274
39,國立臺中教育大學,N 職,M 碩士,783,167,616,49,204,51,190,25,100,20,82,14,25,8,15,0,0,0,0,19 臺中市,3 師範,24.1436581,120.6718274
42,國立澎湖科技大學,D 日,M 碩士,87,45,42,16,19,17,14,10,7,2,2,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職,23.5745775,119.5810053
42,國立澎湖科技大學,D 日,B 四技,2583,1583,1000,401,209,383,253,368,255,334,252,0,0,0,0,0,0,97,31,16 澎湖縣,2 技職,23.5745775,119.5810053
42,國立澎湖科技大學,D 日,5 五專,68,65,3,35,0,11,0,9,2,10,1,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職,23.5745775,119.5810053
42,國立澎湖科技大學,N 職,M 碩士,40,26,14,9,7,15,4,2,3,0,0,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職,23.5745775,119.5810053
42,國立澎湖科技大學,N 修,B 四技,285,139,146,31,36,30,32,34,35,42,36,0,0,0,0,0,0,2,7,16 澎湖縣,2 技職,23.5745775,119.5810053
43,國立勤益科技大學,D 日,D 博士,45,39,6,14,2,13,1,8,2,1,0,1,1,1,0,1,0,0,0,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,D 日,M 碩士,618,465,153,221,76,186,59,43,15,14,3,1,0,0,0,0,0,0,0,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,D 日,B 四技,6812,4703,2109,1251,558,1126,504,1086,503,1062,514,0,0,0,0,0,0,178,30,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,D 日,C 二技,143,108,35,0,0,0,0,56,18,25,4,0,0,0,0,0,0,27,13,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,N 職,M 碩士,292,228,64,101,30,87,27,26,2,7,2,3,3,4,0,0,0,0,0,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,N 修,B 四技,3679,3103,576,891,154,753,133,663,122,604,136,0,0,0,0,0,0,192,31,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,N 修,C 二技,445,357,88,0,0,0,0,183,45,162,40,0,0,0,0,0,0,12,3,06 臺中市,2 技職,24.1436055,120.7317181
43,國立勤益科技大學,N 修,2 二專,408,295,113,114,47,124,54,0,0,0,0,0,0,0,0,0,0,57,12,06 臺中市,2 技職,24.1436055,120.7317181
44,國立體育大學,D 日,D 博士,153,105,48,15,10,17,8,23,7,15,2,9,8,12,6,14,7,0,0,03 桃園市,1 一般,25.0351268,121.3839182
1025,嘉南藥理大學,N 修,C 二技,521,78,443,0,0,0,0,44,239,28,202,0,0,0,0,0,0,6,2,11 臺南市,2 技職,22.9209971,120.2253459
1026,樹德科技大學,D 日,D 博士,32,13,19,3,3,0,2,1,2,3,0,6,12,0,0,0,0,0,0,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,D 日,M 碩士,214,89,125,40,55,23,35,11,12,15,23,0,0,0,0,0,0,0,0,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,D 日,B 四技,7383,3226,4157,791,983,694,905,756,1034,790,1107,0,0,0,0,0,0,195,128,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,D 日,C 二技,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,N 職,M 碩士,365,170,195,51,82,51,44,24,29,44,40,0,0,0,0,0,0,0,0,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,N 修,B 四技,1114,637,477,162,139,122,89,155,116,160,108,0,0,0,0,0,0,38,25,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,N 修,C 二技,538,231,307,0,0,0,0,118,157,106,145,0,0,0,0,0,0,7,5,12 高雄市,2 技職,22.7638734,120.3761881
1026,樹德科技大學,N 修,2 二專,395,204,191,109,92,89,88,0,0,0,0,0,0,0,0,0,0,6,11,12 高雄市,2 技職,22.7638734,120.3761881
1027,慈濟大學,D 日,D 博士,111,53,58,6,16,10,8,9,12,7,4,5,3,6,7,10,8,0,0,15 花蓮縣,1 一般,23.9928054,121.5912448
1027,慈濟大學,D 日,M 碩士,374,111,263,48,111,34,75,18,47,10,30,1,0,0,0,0,0,0,0,15 花蓮縣,1 一般,23.9928054,121.5912448
1027,慈濟大學,D 日,B 學士,2844,1117,1727,259,407,236,425,247,389,247,388,60,37,27,31,0,0,41,50,15 花蓮縣,1 一般,23.9928054,121.5912448
1027,慈濟大學,N 職,M 碩士,19,4,15,1,1,1,5,1,4,0,3,1,2,0,0,0,0,0,0,15 花蓮縣,1 一般,23.9928054,121.5912448
1028,臺北醫學大學,D 日,D 博士,581,317,264,69,65,65,54,65,49,52,45,24,21,28,18,14,12,0,0,30 臺北市,1 一般,25.0253584,121.5616235
1028,臺北醫學大學,D 日,M 碩士,691,224,467,105,215,85,194,20,37,13,20,1,1,0,0,0,0,0,0,30 臺北市,1 一般,25.0253584,121.5616235
1028,臺北醫學大學,D 日,B 學士,4551,1867,2684,410,619,342,647,391,589,342,545,179,111,155,114,0,0,48,59,30 臺北市,1 一般,25.0253584,121.5616235
1028,臺北醫學大學,N 職,M 碩士,314,87,227,48,76,25,70,5,44,9,37,0,0,0,0,0,0,0,0,30 臺北市,1 一般,25.0253584,121.5616235
1029,中山醫學大學,D 日,D 博士,178,109,69,24,8,22,15,24,14,12,11,10,7,8,9,9,5,0,0,19 臺中市,1 一般,24.122047,120.6511434
1029,中山醫學大學,D 日,M 碩士,532,175,357,67,150,72,127,25,57,11,23,0,0,0,0,0,0,0,0,19 臺中市,1 一般,24.122047,120.6511434
1029,中山醫學大學,D 日,B 學士,6055,2158,3897,503,950,439,881,474,930,429,853,105,100,124,84,0,0,84,99,19 臺中市,1 一般,24.122047,120.6511434
1029,中山醫學大學,N 職,M 碩士,165,29,136,10,64,11,44,5,13,2,4,1,11,0,0,0,0,0,0,19 臺中市,1 一般,24.122047,120.6511434
1029,中山醫學大學,N 修,C 二技,122,39,83,0,0,0,0,12,28,13,25,11,29,0,0,0,0,3,1,19 臺中市,2 技職,24.122047,120.6511434
1030,龍華科技大學,D 日,M 碩士,322,219,103,89,39,76,44,33,13,21,7,0,0,0,0,0,0,0,0,03 桃園市,2 技職,25.0192933,121.4020546
1030,龍華科技大學,D 日,B 四技,7618,5121,2497,1301,529,1226,621,1078,564,1164,661,0,0,0,0,0,0,352,122,03 桃園市,2 技職,25.0192933,121.4020546
1030,龍華科技大學,D 日,C 二技,40,25,15,0,0,0,0,3,2,1,2,21,11,0,0,0,0,0,0,03 桃園市,2 技職,25.0192933,121.4020546
1030,龍華科技大學,D 日,5 五專,679,604,75,179,20,154,19,140,17,112,15,18,4,0,0,0,0,1,0,03 桃園市,2 技職,25.0192933,121.4020546
1030,龍華科技大學,N 職,M 碩士,111,89,22,45,8,24,12,12,2,8,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職,25.0192933,121.4020546
1030,龍華科技大學,N 修,B 四技,3234,2512,722,763,246,554,130,506,157,505,150,0,0,0,0,0,0,184,39,03 桃園市,2 技職,25.0192933,121.4020546
1031,輔英科技大學,D 日,M 碩士,170,42,128,17,42,16,50,7,20,2,14,0,2,0,0,0,0,0,0,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,D 日,B 四技,3703,1465,2238,343,518,369,542,344,553,300,534,0,0,0,0,0,0,109,91,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,D 日,C 二技,1544,178,1366,0,0,0,0,74,662,98,679,0,0,0,0,0,0,6,25,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,D 日,5 五專,2682,308,2374,64,428,56,530,69,472,61,463,48,446,0,0,0,0,10,35,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,N 職,M 碩士,95,3,92,0,21,1,24,0,19,2,22,0,6,0,0,0,0,0,0,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,N 修,B 四技,546,413,133,139,70,53,13,88,20,101,27,0,0,0,0,0,0,32,3,12 高雄市,2 技職,22.6026893,120.3896885
1031,輔英科技大學,N 修,C 二技,988,200,788,0,0,0,0,81,342,76,331,22,22,0,0,0,0,21,93,12 高雄市,2 技職,22.6026893,120.3896885
1032,明新科技大學,D 日,M 碩士,269,158,111,55,64,61,28,23,9,19,10,0,0,0,0,0,0,0,0,04 新竹縣,2 技職,24.8641986,120.9906648
