縣市,站點UID,站點ID,站點名稱,站點地址,腳踏車可租借數量,lat,lng
台北市,TPE500109051,500109051,YouBike2.0_承德石牌路口,承德路七段與石牌路一段口北側,17,25.11272,121.50922
台北市,TPE500109052,500109052,YouBike2.0_承德路七段188巷口,承德路七段192-198號前,16,25.114160000000002,121.50771
台北市,TPE500109053,500109053,YouBike2.0_捷運明德站(3號出口),明德路95號,41,25.11,121.51841
台北市,TPE500109054,500109054,YouBike2.0_大豐公園,大興街145號前,39,25.13102,121.50408
台北市,TPE500109055,500109055,YouBike2.0_洲美公園,福美路199號旁,30,25.10032,121.50599
台北市,TPE500109056,500109056,YouBike2.0_中和街455巷11弄,中和街455巷11弄6-8號(前),13,25.14319,121.49621
台北市,TPE500109057,500109057,YouBike2.0_洲美蜆仔港公園,洲美蜆仔港公園西南側(福美路側),20,25.10065,121.51106999999999
台北市,TPE500109058,500109058,YouBike2.0_文化三杏林一路口,杏林一路3號(旁),17,25.14058,121.49915
台北市,TPE500109059,500109059,YouBike2.0_珠海復興一路口,珠海路/復興一路口(東側),15,25.14045,121.50446000000001
台北市,TPE500109060,500109060,YouBike2.0_裕民二路33巷,裕民二路33巷/裕民六路(西北側),15,25.11535,121.51736000000001
台北市,TPE500109061,500109061,YouBike2.0_新奇岩社會住宅,磺港路269-271號(旁),12,25.122870000000002,121.5037
台北市,TPE500109062,500109062,YouBike2.0_泉源公園,珠海路145號(對側公園),15,25.14193,121.50835
台北市,TPE500109063,500109063,YouBike2.0_奇岩4號綠地,三合街一段79巷16號(對面),12,25.125329999999998,121.50573
台北市,TPE500109064,500109064,YouBike2.0_臺北健康護理大學(教研大樓),石牌路二段185號對側,15,25.118570000000002,121.51846
台北市,TPE500109065,500109065,YouBike2.0_奇岩一號公園,磺港路/清江路177巷(東側),24,25.12862,121.5033
台北市,TPE500109066,500109066,YouBike2.0_福星公園,文林北路280號(對側公園),18,25.1094,121.51248000000001
台北市,TPE500109067,500109067,YouBike2.0_中庸公園,珠海路1號旁,12,25.13774,121.50142
台北市,TPE500109068,500109068,YouBike2.0_豐年公園_1,大業路539號,18,25.13597,121.49701999999999
台北市,TPE500109070,500109070,YouBike2.0_光明溫泉路口,光明路148號對側人行道,20,25.13431,121.50226
台北市,TPE500109071,500109071,YouBike2.0_和信治癌中心醫院,立德路125號,18,25.127570000000002,121.47207
台北市,TPE500109072,500109072,YouBike2.0_致遠新村,秀山路26號(懷遠新村社區入口南側),15,25.14319,121.49093
台北市,TPE500109073,500109073,YouBike2.0_北投公園露天溫泉,中山路6號西側(北投溪木道西側),15,25.13684,121.50792
台北市,TPE500109074,500109074,YouBike2.0_中和街493巷9弄口,中和街493巷9弄2號對側,16,25.1439,121.49446999999999
台北市,TPE500109075,500109075,YouBike2.0_捷運北投站(1號出口),光明路2巷/光明路交叉口,32,25.132579999999997,121.49861999999999
台北市,TPE500109076,500109076,YouBike2.0_石牌立農街口,石牌路二段/立農街二段口,29,25.11879,121.51921000000002
台北市,TPE500109077,500109077,YouBike2.0_捷運唭哩岸站(1號出口),捷運唭哩岸站一(東華) 公車亭對側人行道,20,25.120820000000002,121.50726999999999
台北市,TPE500109078,500109078,YouBike2.0_大興光明路2巷口,大興街50號對側人行道,14,25.13043,121.50017
台北市,TPE500109079,500109079,YouBike2.0_捷運忠義站(2號出口),捷運忠義站(2號出口)無障礙坡道旁,20,25.130760000000002,121.47346999999999
台北市,TPE500109080,500109080,YouBike2.0_福國承德路口,承德路六段80號南側,15,25.10171,121.51263
台北市,TPE500109081,500109081,YouBike2.0_捷運北投站(1號出口)(北投路側),捷運北投站(1號出口)(北投路側),31,25.13201,121.49817
台北市,TPE500109082,500109082,YouBike2.0_華固創富中心,承德路六段120號(北側地下室車道旁),15,25.103920000000002,121.51243999999998
台北市,TPE500109084,500109084,YouBike2.0_崇仰公園(公舘路255巷),公舘路255巷43號東側道路對面,20,25.12595,121.51098
台北市,TPE500110002,500110002,YouBike2.0_捷運松山站(4號出口),八德路四段742號,19,25.049870000000002,121.57785
台北市,TPE500110003,500110003,YouBike2.0_塔悠八德路口,塔悠路2號(旁),34,25.05009,121.57202
台北市,TPE500110004,500110004,YouBike2.0_鵬程公園,健康路399號北側,24,25.05503,121.56876000000001
台北市,TPE500110005,500110005,YouBike2.0_中崙高中,八德路四段91巷9號(對面),47,25.048779999999997,121.56087
台北市,TPE500110006,500110006,YouBike2.0_捷運南京三民站(2號出口),南京東路五段156號(前),19,25.05136,121.56283
台北市,TPE500110007,500110007,YouBike2.0_捷運南京三民站(1號出口),捷運南京三民站(1號出口),35,25.05155,121.5636
台北市,TPE500110008,500110008,YouBike2.0_光復北路11巷口,光復北路13號(旁),23,25.04937,121.55799999999999
台北市,TPE500110009,500110009,YouBike2.0_捷運南京三民站(4號出口),南京東路五段229號(前),13,25.05152,121.5646
台北市,TPE500110010,500110010,YouBike2.0_西松高中,健康路325巷5弄5號(前),14,25.054920000000003,121.56701000000001
台北市,TPE500110011,500110011,YouBike2.0_民權復興路口,民權東路三段119號(前),27,25.0622,121.54565
台北市,TPE500110012,500110012,YouBike2.0_民福三號綠地,民族東路712號(對面),15,25.06374,121.54767
台北市,TPE500110013,500110013,YouBike2.0_民有一號公園,敦化北路244巷43號(對面),37,25.06095,121.54731000000001
台北市,TPE500110014,500110014,YouBike2.0_民生敦化路口,敦化北路216號(對面),51,25.05804,121.54897
台北市,TPE500110015,500110015,YouBike2.0_松基公園,長春路432號(對面),20,25.0546,121.54486000000001
台北市,TPE500110016,500110016,YouBike2.0_三民路166巷口,三民路166巷1號(對面),17,25.0619,121.56328
台北市,TPE500110017,500110017,YouBike2.0_民生活動中心,民生東路五段163-1號(前),32,25.059070000000002,121.56305
台北市,TPE500110018,500110018,YouBike2.0_捷運小巨蛋站(2號出口),南京東路四段6號(前),26,25.05157,121.55118
台北市,TPE500110019,500110019,YouBike2.0_臺北市藝文推廣處,八德路三段25號(前),45,25.04826,121.55235
台北市,TPE500110020,500110020,YouBike2.0_民生國小(敦化北路199巷),敦化北路199巷15號(旁),20,25.05633,121.55286000000001
台北市,TPE500110021,500110021,YouBike2.0_敦北公園,敦化北路/富錦街77巷口(東南側),48,25.06118,121.55098000000001
台北市,TPE500110022,500110022,YouBike2.0_民權運動公園,民權東路四段/新中街口(西南側),21,25.061999999999998,121.56018999999999
台北市,TPE500110023,500110023,YouBike2.0_新東公園,民生東路五段/塔悠路口(西南側),36,25.05925,121.56888000000001
台北市,TPE500110024,500110024,YouBike2.0_民生光復路口,光復北路266號(前),31,25.05834,121.55496000000001
台北市,TPE500110025,500110025,YouBike2.0_三民公園,撫遠街298號對側公園,22,25.0612867514939,121.56667899245144
台北市,TPE500110026,500110026,YouBike2.0_八德路三段74巷口,八德路三段74巷95號南側,17,25.04459,121.55252
台北市,TPE500110027,500110027,YouBike2.0_八德路三段8巷口,市民大道四段123號,15,25.04488,121.54992
台北市,TPE500110028,500110028,YouBike2.0_三軍總醫院(松山分院),光復北路/光復北路190巷口(東南側),44,25.05419,121.55631000000001
台北市,TPE500110029,500110029,YouBike2.0_平安新城,延壽街356巷/延壽街330巷16弄(東北側),16,25.05528,121.559
台北市,TPE500110030,500110030,YouBike2.0_健康社會住宅,健康路305號(前),20,25.05433,121.56545
台北市,TPE500110031,500110031,YouBike2.0_民權光復路口(東北側),民權東路四段/光復北路(東北側),24,25.06206,121.55475
台北市,TPE500110032,500110032,YouBike2.0_市民東興路口,東興路33號南側,20,25.0484,121.56586000000001
台北市,TPE500110033,500110033,YouBike2.0_光復南路22巷口,光復南路19號西側,29,25.04711,121.55779
台北市,TPE500110034,500110034,YouBike2.0_光復南路58巷,光復南路58巷11號東側,12,25.04566,121.55656
台北市,TPE500110035,500110035,YouBike2.0_松山新城,健康路78號(對面),14,25.05347,121.55436
台北市,TPE500110036,500110036,YouBike2.0_內政部營建署,八德路二段342號(前),33,25.04769,121.5448
台北市,TPE500110037,500110037,YouBike2.0_南京光復路口,南京東路四段186號前,21,25.05143,121.55716000000001
台北市,TPE500110038,500110038,YouBike2.0_民生立體停車場,民生東路五段84號前,18,25.05846,121.55946999999999
台北市,TPE500110039,500110039,YouBike2.0_健康新城,健康路179號前,32,25.05408,121.56095
台北市,TPE500110040,500110040,YouBike2.0_健安新城,三民路43巷1號前,30,25.056060000000002,121.56345
台北市,TPE500110041,500110041,YouBike2.0_復盛公園,八德路四段106巷/八德路四段106巷6弄口(東側),20,25.047629999999998,121.56115
台北市,TPE500110042,500110042,YouBike2.0_中崙福成宮,市民大道四段73號前,27,25.04524,121.54659
台北市,TPE500110043,500110043,YouBike2.0_捷運南京復興站(7號出口),慶城街1號(東南側),15,25.05278,121.54478
台北市,TPE500110044,500110044,YouBike2.0_捷運南京復興站(5號出口),南京東路三段262號,41,25.051679999999998,121.54506
台北市,TPE500110045,500110045,YouBike2.0_塔悠疏散門,民權東路五段41之1號,32,25.0648,121.56788
台北市,TPE500110046,500110046,YouBike2.0_臺北田徑場,敦化北路/八德路三段(東北側),42,25.04951,121.54941000000001
台北市,TPE500110047,500110047,YouBike2.0_捷運小巨蛋站(5號出口),南京東路四段75-1號前,22,25.05176,121.55351999999999
台北市,TPE500110048,500110048,YouBike2.0_敦化長春路口,敦化北路112號前,34,25.0536,121.54871000000001
台北市,TPE500110049,500110049,YouBike2.0_饒河疏散門(基四號疏散門),松河街182號對側,19,25.051470000000002,121.57683
台北市,TPE500110050,500110050,YouBike2.0_捷運松山站(2號出口),八德路四段685號前,14,25.05013,121.57635
台北市,TPE500110051,500110051,YouBike2.0_民權東路三段106巷口,民權東路三段102號前,22,25.061999999999998,121.54472
台北市,TPE500110052,500110052,YouBike2.0_南京東路五段59巷口,南京東路五段57號(前),11,25.05163,121.55906999999999
台北市,TPE500110053,500110053,YouBike2.0_三民公園(塔悠路),塔悠路/撫遠街261巷(西側),20,25.06241,121.56831000000001
台北市,TPE500110054,500110054,YouBike2.0_寶清公園,寶清街/寶清街30巷(北側),13,25.05198,121.5681
台北市,TPE500110055,500110055,YouBike2.0_西松公園,健康路/南京東路五段251巷50弄(西側),11,25.05406,121.56407
台北市,TPE500110056,500110056,YouBike2.0_長壽公園,健康路174號(旁),15,25.05378,121.55893
台北市,TPE500110057,500110057,YouBike2.0_復源公園,八德路三段106巷62號(對面),14,25.04634,121.5542
台北市,TPE500110058,500110058,YouBike2.0_南京東路四段179巷口,南京東路四段163號(前),13,25.05173,121.55609
台北市,TPE500110059,500110059,YouBike2.0_臺北田徑場(北寧路側),八德路三段25號前,24,25.04954,121.55261000000002
台北市,TPE500110060,500110060,YouBike2.0_西松高中(健康路325巷),健康路325巷 / 健康路325巷12弄口(東北側),31,25.055670000000003,121.56713
台北市,TPE500110061,500110061,YouBike2.0_南京東興路口,南京東路五段 / 東興路口(北側),18,25.05149,121.56535
台北市,TPE500110062,500110062,YouBike2.0_捷運松山站(3號出口),松山路/市民大道六段(西北側捷運3號出口),38,25.04962,121.57746000000002
台北市,TPE500110063,500110063,YouBike2.0_介壽國中,民生東路五段36巷/光復北路165巷,12,25.05722,121.55706
台北市,TPE500110064,500110064,YouBike2.0_敦化南京路口(東北側),敦化北路/南京東路四段,14,25.05226,121.54926
台北市,TPE500110065,500110065,YouBike2.0_敦化八德路口,敦化南路一段/八德路二段(西南側),20,25.04802,121.54863999999999
台北市,TPE500110066,500110066,YouBike2.0_新東街51巷口,三民路 / 新東街51巷口(東側),18,25.0615,121.56331999999999
台北市,TPE500110067,500110067,YouBike2.0_八德立體停車場,八德路/松信路(西南側),16,25.04985,121.57189
台北市,TPE500110068,500110068,YouBike2.0_長春慶城街口,長春路431號前,16,25.05452,121.54636
台北市,TPE500110069,500110069,YouBike2.0_八德路四段652巷口,八德路四段650號南側,20,25.04942,121.57503
台北市,TPE500110070,500110070,YouBike2.0_捷運松山站(1號出口),八德路四段711號前,16,25.05014,121.57692
台北市,TPE500110071,500110071,YouBike2.0_捷運小巨蛋站(3號出口),南京東路四段12號前,15,25.05152,121.55243
台北市,TPE500110072,500110072,YouBike2.0_捷運小巨蛋站(5號出口)_1,南京東路四段/健康路(西北側),20,25.05181,121.5521
台北市,TPE500110073,500110073,YouBike2.0_敦化北路155巷口,敦化北路151號前分隔島,30,25.0542,121.5491
台北市,TPE500110074,500110074,YouBike2.0_民生復興路口,民生東路三段/復興北路(東南側),17,25.05764,121.54443
台北市,TPE500110076,500110076,YouBike2.0_市民延吉街口,市民大道/延吉街(市民大道橋下空地),30,25.0444,121.55396999999999
台北市,TPE500110077,500110077,YouBike2.0_龍城市場,光復北路190巷35號對側,15,25.05454,121.55417
台北市,TPE500110078,500110078,YouBike2.0_捷運南京三民站(3號出口),捷運南京三民站(3號出口),15,25.051289999999998,121.56426
台北市,TPE500111001,500111001,YouBike2.0_南港公園(東新街),東新街170巷1號西南側,20,25.04591,121.59226000000001
台北市,TPE500111002,500111002,YouBike2.0_南港公園(福德街),福德街383號北側,32,25.04128,121.59088999999999
台北市,TPE500111003,500111003,YouBike2.0_捷運昆陽站(1號出口),忠孝東路六段403號,58,25.05014,121.59238
台北市,TPE500111004,500111004,YouBike2.0_忠孝東路六段225巷口,忠孝東路六段219號,35,25.04919,121.58832
台北市,TPE500111005,500111005,YouBike2.0_捷運後山埤站(1號出口),中坡北路7號東側,45,25.04437,121.58133000000001
台北市,TPE500111006,500111006,YouBike2.0_合樂公園,玉成街46號東側,15,25.04843,121.58153999999999
台北市,TPE500111007,500111007,YouBike2.0_合心廣場,忠孝東路六段17號東北側,38,25.04608,121.58315
台北市,TPE500111008,500111008,YouBike2.0_成德國中,東新街118巷15號南側,26,25.045920000000002,121.5882
台北市,TPE500111009,500111009,YouBike2.0_玉成公園,玉成街247號對側,26,25.04281,121.58613000000001
台北市,TPE500111010,500111010,YouBike2.0_研究院舊莊街口,舊莊街一段1號西側,30,25.04239,121.61683000000001
台北市,TPE500111011,500111011,YouBike2.0_中研院綜合體育館東側,研究院路二段128號(體育館),30,25.04054,121.61373999999999
台北市,TPE500111012,500111012,YouBike2.0_國家生技園區,研究院路一段130巷99號(國家生技園區),30,25.047629999999998,121.61145
台北市,TPE500111013,500111013,YouBike2.0_捷運南港展覽館站(5號出口),研究院路一段1號(5號出口),56,25.05469,121.61668999999999
台北市,TPE500111014,500111014,YouBike2.0_中研公園,研究院路二段12巷58弄9號西側,40,25.04697,121.61375
台北市,TPE500111015,500111015,YouBike2.0_福山公園,福山街44巷27號東南側,20,25.04499,121.61775
台北市,TPE500111016,500111016,YouBike2.0_舊莊區民活動中心,舊莊街一段91巷11號西南側,18,25.04139,121.6191
台北市,TPE500111017,500111017,YouBike2.0_凌雲市場,研究院路三段68巷9號北側,20,25.03564,121.61415
台北市,TPE500111018,500111018,YouBike2.0_市民大道八段532號,市民大道八段532號北側,15,25.054000000000002,121.61334
台北市,TPE500111019,500111019,YouBike2.0_捷運南港軟體園區(2號出口),經貿二路183號(2號出口),34,25.05933,121.61676999999999
台北市,TPE500111020,500111020,YouBike2.0_南港國小,惠民街67號東南側,30,25.05668,121.61137
台北市,TPE500111021,500111021,YouBike2.0_興中立體停車場(興中路),興中路44巷1號東側,26,25.05629,121.60700000000001
台北市,TPE500111022,500111022,YouBike2.0_臺北市立圖書館南港分館,南港路一段350號,40,25.05485,121.60866000000001
台北市,TPE500111023,500111023,YouBike2.0_東陽公園,重陽路125巷34號東側,30,25.05716,121.59792
台北市,TPE500111024,500111024,YouBike2.0_向陽南港路口,向陽路49號北側,21,25.054370000000002,121.59423000000001
台北市,TPE500111025,500111025,YouBike2.0_南港車站(忠孝東路七段415巷),忠孝東路七段510號西北側,11,25.05252,121.60922
台北市,TPE500111026,500111026,YouBike2.0_捷運南港站(2號出口),忠孝東路七段380號(2號出口),14,25.05201,121.60741000000002
台北市,TPE500111027,500111027,YouBike2.0_捷運南港站(1號出口),忠孝東路七段380號(1號出口),20,25.051920000000003,121.60642
台北市,TPE500111028,500111028,YouBike2.0_東新國小,東明街68號北側,22,25.05507,121.6028
台北市,TPE500111029,500111029,YouBike2.0_中華科技大學,研究院路三段246號東側,20,25.033920000000002,121.60985
台北市,TPE500111030,500111030,YouBike2.0_六福公園,研究院路二段35巷23弄25號北側,19,25.04681,121.61703
台北市,TPE500111031,500111031,YouBike2.0_南港加壓站,研究院路二段3巷1號西側,24,25.04805,121.61594
台北市,TPE500111032,500111032,YouBike2.0_台北流行音樂中心(南港路),南港路二段200-1號南側,21,25.05343,121.59945
台北市,TPE500111033,500111033,YouBike2.0_興南公園,重陽路269號南側,26,25.057660000000002,121.60396000000001
台北市,TPE500111034,500111034,YouBike2.0_台北流行音樂中心(市民大道),市民大道八段99號,21,25.05211,121.59839
台北市,TPE500111035,500111035,YouBike2.0_南港車站(市民大道),南港路一段313號(市民大道),30,25.05326,121.60656000000002
台北市,TPE500111036,500111036,YouBike2.0_忠孝東路七段527巷口,忠孝東路七段552號,15,25.05266,121.61275
台北市,TPE500111037,500111037,YouBike2.0_南港軟體園區(新民街),新民街15號北側,19,25.05627,121.61368999999999
台北市,TPE500111038,500111038,YouBike2.0_世貿公園,經貿二路188-1號,35,25.058310000000002,121.61421999999999
台北市,TPE500111039,500111039,YouBike2.0_凌雲五村(研究院路三段8巷),研究院路三段10巷1號東側,26,25.03595,121.61688000000001
台北市,TPE500111040,500111040,YouBike2.0_新新公園(昆陽街60巷),南港路三段47巷8號南側,20,25.0521,121.59053
台北市,TPE500111041,500111041,YouBike2.0_南港高中(昆陽街),昆陽街58號東側,14,25.05285,121.59279
台北市,TPE500111042,500111042,YouBike2.0_南港路三段290巷口,南港路三段314巷20號,20,25.05234,121.58152
台北市,TPE500111043,500111043,YouBike2.0_南港路三段220巷口,南港路三段133號,25,25.052889999999998,121.58599
台北市,TPE500111044,500111044,YouBike2.0_南港東新街口,東新街4號東側,28,25.051679999999998,121.58283999999999
台北市,TPE500111045,500111045,YouBike2.0_八德中坡路口,八德路四段873號,26,25.050639999999998,121.5803
台北市,TPE500111046,500111046,YouBike2.0_捷運後山埤站(3號出口),玉成街150號,12,25.04511,121.5836
台北市,TPE500111047,500111047,YouBike2.0_玉成公園運動中心,中坡南路19號,15,25.041929999999997,121.58493
台北市,TPE500111048,500111048,YouBike2.0_百福公園,福德街309巷7號南側,18,25.03884,121.58788
台北市,TPE500111049,500111049,YouBike2.0_南湖大橋(經貿二路255巷),經貿二路255巷1號,20,25.06148,121.61384
台北市,TPE500111050,500111050,YouBike2.0_園區重陽路口,重陽路458號西側,13,25.05937,121.61072
台北市,TPE500111051,500111051,YouBike2.0_南港車站B棟(市民大道),忠孝東路七段359號(市民大道),16,25.05293,121.60548999999999
台北市,TPE500111052,500111052,YouBike2.0_胡適公園,研究院路二段/研究院路二段132巷北側,20,25.04014,121.61766000000001
台北市,TPE500111053,500111053,YouBike2.0_南港抽水站,重陽路505號,13,25.06164,121.61267
台北市,TPE500111054,500111054,YouBike2.0_經貿公園,經園街58號北側,20,25.06271,121.61596999999999
台北市,TPE500111055,500111055,YouBike2.0_育成高中,惠民街71號西側,20,25.058529999999998,121.60983
台北市,TPE500111056,500111056,YouBike2.0_捷運南港展覽館站(7號出口),富康街1巷16弄2號東側,20,25.05436,121.6181
台北市,TPE500111057,500111057,YouBike2.0_力行橋(南港),研究院路一段101巷16弄2號南側,18,25.05172,121.61686
台北市,TPE500111058,500111058,YouBike2.0_舊莊國小(舊莊街一段),舊莊街一段/舊莊街一段145巷口,15,25.03987,121.62015
台北市,TPE500111059,500111059,YouBike2.0_向陽公園,成功路一段76號對側,17,25.05705,121.59265
台北市,TPE500111060,500111060,YouBike2.0_小彎社會住宅,向陽路258巷/重陽路39巷口(西南側),36,25.0582,121.59368
台北市,TPE500111061,500111061,YouBike2.0_捷運南港展覽館站(6號出口),南港路一段28號旁,25,25.05465,121.6185
台北市,TPE500111062,500111062,YouBike2.0_捷運南港展覽館站(4號出口),南港路一段32號(4號出口),22,25.05535,121.61838
台北市,TPE500111063,500111063,YouBike2.0_成德綠地,東新街65號東南側,17,25.04675,121.58731
台北市,TPE500111064,500111064,YouBike2.0_南港公園(東新街170巷),東新街170巷63號對側,16,25.041339999999998,121.59323
台北市,TPE500111065,500111065,YouBike2.0_中坡市民路口(東北側),中坡北路/市民大道七段路口(東北側),19,25.04969,121.58028
台北市,TPE500111066,500111066,YouBike2.0_昆陽公園,昆陽街173號對側,14,25.0483,121.59425
台北市,TPE500111067,500111067,YouBike2.0_南港路二段178巷口,南港路二段 / 南港路二段178巷口(北側),18,25.05368,121.59969
台北市,TPE500111068,500111068,YouBike2.0_南港車站(忠孝東路),忠孝東路七段與忠孝東路七段415巷交叉口,20,25.05247,121.6082
台北市,TPE500111069,500111069,YouBike2.0_南港車站(興華路),興華路/市民大道八段路口西北側人行道,30,25.05343,121.60633
台北市,TPE500111070,500111070,YouBike2.0_玉成公園(成福路178巷口),成福路178巷8號對側,18,25.04177,121.58735
台北市,TPE500111071,500111071,YouBike2.0_玉東公園(東新街),東新街/市民大道七段(北側),14,25.049979999999998,121.58383
台北市,TPE500111072,500111072,YouBike2.0_南港出租國宅社區,福德街373巷80號前,25,25.03878,121.59302
台北市,TPE500111073,500111073,YouBike2.0_成福路197巷口,成福路197巷/成福路,15,25.04066,121.58877
台北市,TPE500111074,500111074,YouBike2.0_南港疏散門(基三號疏散門),松河街398號對側,15,25.055429999999998,121.5892
台北市,TPE500111075,500111075,YouBike2.0_成德立體停車場,成福路/東新街80巷10弄,14,25.04557,121.58628999999999
台北市,TPE500111076,500111076,YouBike2.0_南港展覽館2館,經貿二路/南港路一段(西北側),18,25.05545,121.61646
台北市,TPE500111077,500111077,YouBike2.0_舊莊派出所,舊莊街一段/舊莊街一段215巷,15,25.03827,121.62274
台北市,TPE500111078,500111078,YouBike2.0_南港路三段80巷,南港路三段/南港路三段80巷,15,25.05394,121.59123999999998
台北市,TPE500111079,500111079,YouBike2.0_捷運昆陽站(4號出口),忠孝東路六段465號,28,25.05066,121.59431000000001
台北市,TPE500111080,500111080,YouBike2.0_忠孝東路六段278巷口,忠孝東路/忠孝東路六段278巷,14,25.04916,121.58906
台北市,TPE500111081,500111081,YouBike2.0_中研院人文社會科學館,研究院路二段128號(人文社會科學館),20,25.04126,121.6118
台北市,TPE500111082,500111082,YouBike2.0_南港路三段130巷口,松河街380號對側,12,25.054570000000002,121.58781
台北市,TPE500111083,500111083,YouBike2.0_南港路三段190巷口,松河街358號對側,16,25.053810000000002,121.58638
台北市,TPE500111084,500111084,YouBike2.0_忠孝東路六段212巷口,忠孝東路六段226號前,15,25.0488,121.58742
台北市,TPE500111085,500111085,YouBike2.0_新富公園,富康街47巷2號對側,13,25.052960000000002,121.61713
台北市,TPE500111086,500111086,YouBike2.0_東新街63巷口,東新街/東新街63巷,15,25.047279999999997,121.58605
台北市,TPE500111113,500111113,YouBike2.0_內湖機廠(港東街),經貿一路77號(港東街),15,25.058000000000003,121.62189
台北市,TPE500112001,500112001,YouBike2.0_黎忠區民活動中心,和平東路三段391巷16號,16,25.02035,121.55769
台北市,TPE500112002,500112002,YouBike2.0_基隆路二段159巷口,基隆路二段155號,14,25.02561,121.55408999999999
台北市,TPE500112003,500112003,YouBike2.0_嘉興街175巷口,基隆路二段131-4號(前),16,25.02811,121.55671000000001
台北市,TPE500112004,500112004,YouBike2.0_和平東路三段631巷口,和平東路三段633號前,15,25.0132,121.56335
台北市,TPE500112005,500112005,YouBike2.0_和平東路三段530巷口,和平東路三段530巷口東北側,15,25.01545,121.56133999999999
台北市,TPE500112006,500112006,YouBike2.0_景勤二號公園,信安街50號(對面),41,25.02698,121.55841000000001
台北市,TPE500112007,500112007,YouBike2.0_臺北醫學大學,台北醫學大學(吳興街220巷59弄),52,25.02668,121.56175
台北市,TPE500112008,500112008,YouBike2.0_三興公園,吳興街118巷35弄28號前方(三興公園),31,25.028679999999998,121.55932
台北市,TPE500112009,500112009,YouBike2.0_松德站,松德路300號南側,48,25.03162,121.57396000000001
台北市,TPE500112010,500112010,YouBike2.0_捷運象山站(2號出口),信義路五段128號東側,31,25.032220000000002,121.56974
台北市,TPE500112011,500112011,YouBike2.0_象山公園,松仁路153巷15號東側,31,25.02863,121.56981
台北市,TPE500112012,500112012,YouBike2.0_松仁路253巷3弄,松仁路215巷6號,26,25.02678,121.56884
台北市,TPE500112013,500112013,YouBike2.0_興雅國中,松仁路101號東側,18,25.03616,121.56983000000001
台北市,TPE500112014,500112014,YouBike2.0_捷運象山站(1號出口),信義路5段152號(1號出口),24,25.03295,121.56867
台北市,TPE500112015,500112015,YouBike2.0_松德路200巷,松德路200巷53號北側,41,25.03471,121.57301000000001
台北市,TPE500112016,500112016,YouBike2.0_中全公園,虎林街164巷54號北側,17,25.0382,121.57495
台北市,TPE500112017,500112017,YouBike2.0_台北市災害應變中心,莊敬路391巷11弄2號(東北側),43,25.028679999999998,121.56671999999999
台北市,TPE500112018,500112018,YouBike2.0_信義運動中心,松勤街100號(前),33,25.03189,121.56678000000001
台北市,TPE500112019,500112019,YouBike2.0_捷運台北101/世貿站(3號出口),信義路五段16號前,15,25.03275,121.56336999999999
台北市,TPE500112020,500112020,YouBike2.0_景新公園,莊敬路239巷12號(對面),17,25.03003,121.56286999999999
台北市,TPE500112021,500112021,YouBike2.0_光復信義路口東南側,光復南路485號前方,16,25.03281,121.55756000000001
台北市,TPE500112022,500112022,YouBike2.0_三張犁,光復南路455號前方,40,25.03452,121.5576
台北市,TPE500112023,500112023,YouBike2.0_仁愛路四段496巷口,仁愛路四段與仁愛路四段496巷口西南側,34,25.03745,121.5602
台北市,TPE500112024,500112024,YouBike2.0_松山工農,忠孝東路五段236巷15號(前),34,25.03961,121.57198999999999
台北市,TPE500112025,500112025,YouBike2.0_松友公園,信義路六段76巷2弄22號(對面),27,25.034229999999997,121.57636000000001
台北市,TPE500112026,500112026,YouBike2.0_林口公園,林口街82號(對面),41,25.03894,121.57915
台北市,TPE500112027,500112027,YouBike2.0_松山家商,松山路655號(前),25,25.0347,121.58018
台北市,TPE500112028,500112028,YouBike2.0_永春陂濕地公園,松山路721號(對面),23,25.03301,121.58096
台北市,TPE500112029,500112029,YouBike2.0_臺北市政府,台北市政府東門(松智路),63,25.03801,121.56541000000001
台北市,TPE500112030,500112030,YouBike2.0_松智松壽路口,松智路/松壽路(西北側),39,25.036070000000002,121.56535
台北市,TPE500112031,500112031,YouBike2.0_市府松壽路口,市府路/松壽路(東北側),28,25.036270000000002,121.56383000000001
台北市,TPE500112032,500112032,YouBike2.0_市府松高路口,市府路/松高路(東南側),54,25.03899,121.56369
台北市,TPE500112033,500112033,YouBike2.0_市民廣場,市府路/松壽路(西北側),30,25.035989999999998,121.56218
台北市,TPE500112035,500112035,YouBike2.0_信義廣場(台北101),松智路/信義路(東北側),96,25.03306,121.5662
台北市,TPE500112036,500112036,YouBike2.0_捷運台北101/世貿站(5號出口),市府路/信義路(西北側),15,25.033379999999998,121.56333000000001
台北市,TPE500112037,500112037,YouBike2.0_春光公園,林口街230號(斜對面),30,25.0427,121.58112
台北市,TPE500112038,500112038,YouBike2.0_松仁路121巷口,松仁路123號北側,31,25.034760000000002,121.56865
台北市,TPE500112039,500112039,YouBike2.0_福德國小,福德街251巷2號對側,33,25.03846,121.58618
台北市,TPE500112040,500112040,YouBike2.0_福德公園,大道路135號對側,22,25.038970000000003,121.5833
台北市,TPE500112042,500112042,YouBike2.0_松高路(信義新天地A4館),松高路19號,17,25.039179999999998,121.56653999999999
台北市,TPE500112043,500112043,YouBike2.0_興雅松仁路口,松仁路28號北側,65,25.0401,121.56822
台北市,TPE500112044,500112044,YouBike2.0_福祥公園,松隆路99號西南側,19,25.04626,121.57045
