ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,N_lib_2000,鄰近熱門國小,鄰近熱門國中,鄰近完全中學,單價
TR-2457,新竹縣,竹北市,光明六路,1.0618132815788175,,15,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,1.3133257436616863,2.2841838763951845,2.0,253625,2745148,,1.0476877563851237,0.5249667756520023,0.323794759026356,0,0,0,1,2.707052780482874
TR-2458,新竹縣,竹北市,環北路五段,-0.4812856000602159,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.583333333333333,-0.648722304685914,0.6760437794109323,1.0,249721,2747553,,-0.8247697930328215,-0.5414918289865173,-0.4384519028208025,2,0,0,1,1.7701446257026745
TR-2459,台北市,松山區,民生東路五段,3.201040635014483,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.66666666666666,0.4055553435477166,-0.8193256863726953,0.0,306368,2772258,,1.6658052583458745,-0.6592288589386099,-0.4384519028208025,7,0,0,1,3.784497158480103
TR-2460,新北市,林口區,文化二路一段,-1.0731120642592191,,22,23,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),3.083333333333333,-0.4539538454209544,0.8042624422828756,1.0,287768,2774371,,-0.825335575643312,0.0267173155648859,0.1593886162750082,0,0,0,1,2.308866814701289
TR-2461,台北市,大同區,民權西路,-1.2010427147741956,,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5833333333333334,-0.7601827209024393,-0.8193256863726953,0.0,301703,2772813,,-1.2584421639737056,-0.254827756059683,-0.0028823817652835,5,0,0,1,3.901610677827628
TR-2462,新竹市,新竹市,金雅七街,-0.1973530986166819,其他,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.25,-0.6998562069708146,-0.8193256863726953,0.0,246543,2746590,,-0.969327250013116,-1.1301769787469802,1.2675287213133142,1,0,0,1,1.395381363790595
TR-2463,新北市,板橋區,光環路二段,-0.5699454102705763,,18,19,住家用,鋼骨造,住宅大樓(11層含以上有電梯),7.833333333333333,-0.1528958139907514,0.2743949559566522,1.0,298640,2767553,,-0.5070828572424677,-0.0603057065736172,0.5330389407098898,0,0,0,1,2.4962484456573293
TR-2464,新北市,新店區,北宜路二段,-0.2824319080893507,,4,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.58333333333333,-0.592992096577651,-0.8193256863726953,0.0,305920,2760682,,-0.5625295530705258,-0.2275264157809372,-0.2868566283357932,0,0,0,1,1.8169900334416844
TR-2465,台中市,南屯區,公益路二段,-0.3594594742927136,,25,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.833333333333333,2.588226071416687,-0.8193256863726953,0.0,214361,2671736,,2.0024459115876567,1.113651925412465,1.963585897117722,3,0,0,1,2.425980334048814
TR-2466,桃園市,桃園區,春日路,0.6034932542783101,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.0833333333333333,1.1099392109779236,2.619406163662796,2.0,281744,2766020,,0.8171313426102897,1.0351605721110702,-0.4384519028208025,9,0,0,1,1.6530311063551495
TR-2467,台中市,潭子區,大新路,0.1099159915268411,,6,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.9166666666666665,0.0211892690690796,2.919097978086374,2.0,219993,2677492,,-0.3410256610635381,0.5334984444891107,-0.4106950215770683,1,0,0,1,1.348535956051585
TR-2468,新北市,淡水區,新市一路一段,0.4777736914671433,,2,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.0,1.1484332722485793,0.4690401550152648,1.0,293439,2786405,,0.863808407975747,0.2365963689577467,1.293150457845992,0,0,0,1,1.1283625396782382
TR-2469,台中市,南屯區,大墩六街,1.962374883203217,,12,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.6666666666666665,3.064518262362561,2.9530836477632745,2.0,213923,2670907,,2.493262326188069,1.6306710569412195,2.443993457105427,0,0,0,1,2.074639776006239
TR-2470,台中市,南屯區,大墩路,-0.1692097975171071,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.916666666666666,0.6577776256046995,0.507660234193561,1.0,214375,2671321,,0.5082140372825368,0.2741357118410227,0.3259299037374124,3,0,0,1,1.7701446257026745
TR-2471,新北市,板橋區,大觀路二段,0.1650249491880923,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.25,-0.7446701887485929,-0.8193256863726953,0.0,295007,2765848,,-0.5376351182089487,1.3371816489446993,-0.4384519028208025,11,0,0,1,1.676453810224655
TR-2472,高雄市,三民區,鼎力路,-1.277205072745633,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.75,-0.8199346966061436,-0.8193256863726953,0.0,180359,2507200,,-1.046273685039809,-0.9441865980980224,-0.2633700365141722,4,0,0,1,1.4234886084340008
TR-2473,台北市,內湖區,行善路,1.6266740892161442,,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.416666666666668,-0.0644169268910355,-0.8193256863726953,0.0,308070,2772030,,-0.4029788569122358,-0.3384381106633432,-0.4384519028208025,7,0,0,1,2.8241662998303987
TR-2474,新北市,汐止區,福德二路,1.9047664350941813,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),12.583333333333334,0.7255731364992868,-0.8193256863726953,0.0,313530,2773094,,1.0819176043197922,1.1767862748070657,-0.4384519028208025,0,0,0,1,1.7232992179636646
TR-2475,新北市,新店區,五峰路,1.6718812193342492,,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.583333333333336,-0.2316075512158238,-0.8193256863726953,0.0,305261,2762353,,0.3495120150399824,1.0198035682042756,-0.4384519028208025,0,0,0,1,1.7232992179636646
TR-2476,台中市,大里區,日新路,-0.0646397692641176,,9,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.046606241825508,0.9788252001687744,1.0,218709,2668062,,-0.3571504654625145,-0.2650657586642129,0.1850103528076856,0,0,0,1,1.2314224367040598
TR-2477,新北市,新店區,北宜路一段,-1.0079090105588375,,4,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.83333333333333,-0.2884868357799267,-0.8193256863726953,0.0,304521,2760882,,-0.2408821390067394,0.2383027027251683,-0.4384519028208025,0,0,0,1,2.051217072136734
TR-2478,新北市,板橋區,光復街,-0.0805499873067466,,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),18.666666666666668,-0.2034551780477323,1.6662626095424462,1.0,298882,2768247,,-0.3107562914023025,0.3219130573288283,-0.4384519028208025,5,0,0,1,2.238598703092774
TR-2479,高雄市,鳳山區,北昌五街,-0.147171021165006,,10,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.583333333333333,-0.4665936864351996,0.3269182636391349,1.0,185701,2504885,,-0.6929424447885608,-1.038034955306212,0.191415786940855,0,0,0,1,1.245476059025763
TR-2480,新北市,三峽區,中山路,-0.2481600486803039,,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.916666666666668,1.6253000014223744,0.8212552771213258,1.0,286773,2758839,露台38.06㎡ ,1.763968541265957,1.5726557088488842,7.6879088674601075,0,0,0,1,1.348535956051585
TR-2481,新北市,新莊區,中原路,-0.3900301651540793,,2,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.83333333333333,-0.3080211355292149,-0.8193256863726953,0.0,295139,2771907,,-0.1967510953884889,-0.0859007130849417,-0.4384519028208025,0,0,0,1,1.8169900334416844
TR-2482,台北市,南港區,松河街,-0.9211478517463136,,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.333333333333334,-1.4996134202357811,-0.3558847362331412,1.0,311697,2772727,,-1.789146252613691,-1.6420771089734696,0.2981730224936784,0,0,0,1,3.4565793043070334
TR-2483,新北市,土城區,莊園街,1.0196103467104545,,24,27,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),2.583333333333333,0.6480104757300552,0.8830474038065997,1.0,294870,2763945,,0.361676341165526,0.7689725043932959,-0.4384519028208025,0,0,0,1,2.5899392611353487
TR-2484,新北市,汐止區,康寧街,0.6420430877229886,其他,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),39.083333333333336,0.0596833303397352,-0.8193256863726953,0.0,314335,2774444,,0.3373476889144389,1.161429270900271,-0.4384519028208025,7,0,0,1,1.4890721792686148
TR-2485,新北市,三重區,力行路一段,-0.2668100927906969,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.5,-0.8986464338312158,-0.8193256863726953,0.0,298644,2773726,,-0.4191036613112121,-0.8878775837731085,-0.4384519028208025,8,0,0,1,1.6296084024856448
TR-2486,台北市,大安區,復興南路二段,-1.4043185821526798,,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.25,-1.338168178190195,-0.8193256863726953,0.0,304848,2768678,,-1.339066185968586,-1.6420771089734696,-0.4384519028208025,6,0,0,1,4.604291793912777
TR-2487,台中市,南區,崇倫街,-0.3474907604177448,,3,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),10.083333333333334,-0.528643815050585,0.4149720441656503,1.0,215125,2669322,,-0.9469788368987456,-0.3179621054542835,0.2533349835614926,5,0,0,1,1.6061856986161398
TR-2488,新北市,永和區,得和路,0.7459161426780382,,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.75,-0.6935362864636919,-0.8193256863726953,0.0,302892,2765739,,-0.2451255085854171,0.0744946610526918,-0.4384519028208025,5,0,0,1,1.8638354411806943
TR-2489,新北市,泰山區,明志路二段,-0.8284984702442971,,13,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,-0.7136451244409002,-0.8193256863726953,0.0,293046,2771213,,-0.9529195543088947,-0.9117662565170112,0.2383889705840972,15,0,0,1,1.9106808489197045
TR-2490,新北市,新莊區,龍安路,-0.2640943002849311,,4,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.416666666666667,1.2828752175819145,0.2682157432881247,1.0,291974,2768368,,1.077391343435869,0.2161203637486872,-0.0562609995416952,0,0,0,1,2.238598703092774
TR-2491,高雄市,左營區,重愛路,-1.2374054940770622,,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.0,-0.4148852459223785,-0.8193256863726953,0.0,180064,2509362,,-0.5362206616827229,0.5932201263488677,0.0206042100563378,0,0,0,1,0.9316118271743964
TR-2492,台南市,永康區,忠孝路,0.3748379454300132,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.66666666666666,-0.5412836560648299,-0.8193256863726953,0.0,172208,2545107,,-0.2035404867143734,0.0420743194716805,-0.4384519028208025,0,0,0,1,0.6739620846098415
TR-2493,新北市,新店區,中央三街,-1.0195893216898313,,24,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.5,-0.2086260220990141,0.3593591301489038,1.0,302931,2763300,,-0.1212191168880218,0.0028286428209833,-0.1993156951824784,0,0,0,1,2.098062479875745
TR-2494,高雄市,三民區,文揚街,1.2207952941951183,,19,20,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.25,2.3647307007557155,1.856273399099664,2.0,182918,2505165,,1.8491188241447605,0.5539744496981701,0.7636345695039881,0,0,0,1,1.4422267715296049
TR-2495,台南市,北區,北園街,-0.7110945198844136,,13,14,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.666666666666668,-0.3350244322414659,-0.3358022950604273,1.0,170412,2545659,,-0.1415872908656758,-0.881052248703422,-0.4384519028208025,1,0,0,1,1.18457702896505
TR-2496,新北市,新莊區,中華路一段,-0.0673315282078859,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.166666666666668,-0.3781147993354835,-0.4254008787540744,1.0,295759,2770397,,-0.4536164005511258,-0.0859007130849417,-0.4384519028208025,12,0,0,1,1.9106808489197045
TR-2497,台北市,中山區,復興北路,-1.162973552569476,,13,16,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.75,-1.246816599950878,-0.8193256863726953,0.0,304912,2771875,,-1.4230849036264086,-0.7428392135422699,-0.4384519028208025,12,0,0,1,4.065569604914163
TR-2498,基隆市,中正區,義一路,-0.6617776506646632,,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.416666666666668,0.6635230078839018,-0.8193256863726953,0.0,325354,2780916,,0.9232155820772378,0.5932201263488677,-0.4384519028208025,1,0,0,1,1.676453810224655
TR-2499,高雄市,前鎮區,光華二路,0.3045397765860707,,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.25,0.7163805248525629,-0.1535155213388694,1.0,179777,2501230,,1.0001620171039307,0.0335426506345726,-0.2163968528709302,8,0,0,1,1.32511325218208
TR-2500,新北市,中和區,景平路,-1.1376902453476545,,22,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.75,-0.4108634783269369,-0.1658739466759241,1.0,302636,2764788,,-0.3404598784530479,0.4891337665361482,-0.2121265634488169,0,0,0,1,2.425980334048814
TR-2501,高雄市,左營區,新莊一路,-0.6467807079779555,,21,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,0.6750137724423061,0.5740867703802304,1.0,178254,2508069,,0.2493684929831833,-0.746251881077113,1.0497439607855548,2,0,0,1,2.074639776006239
TR-2502,台中市,北屯區,文昌東四街,0.0925397262023384,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.66666666666666,-0.4844043715007268,-0.8193256863726953,0.0,217682,2674042,,0.2165531015747408,-0.6558161914037666,-0.4384519028208025,4,0,0,1,0.9035045825309904
TR-2503,新北市,板橋區,新府路,-1.5056200459739506,,11,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.833333333333334,-1.495017114412419,-0.8193256863726953,0.0,296956,2767086,,-1.7025815132086612,-1.365651038651165,-0.4384519028208025,11,0,0,1,3.409733896568023
TR-2504,新北市,汐止區,大同路二段,-0.0341892462127416,,28,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.666666666666666,2.026902222738618,1.323316306439176,2.0,315900,2773191,,1.7509555412246778,2.267133552189488,-0.0733421572301465,7,0,0,1,2.0043716643977243
TR-2505,台中市,西屯區,國安一路,-1.0143259716122843,,21,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.916666666666666,-0.5613924940420382,0.1940651912657961,1.0,210778,2676219,,-0.8188290756226724,-0.718950540798367,0.5138226383103812,2,0,0,1,1.5359175870076247
TR-2506,新北市,土城區,中央路四段,0.0023658015861084,,2,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.1666666666666666,-0.2792942241332032,-0.8193256863726953,0.0,291625,2760694,,-0.5401811399561556,-0.8639889110292057,0.1764697739634599,0,0,0,1,1.9341035527892088
TR-2507,新北市,中和區,圓通路,0.7597114072648494,,12,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,0.4905870012799109,0.8490617341296994,1.0,300001,2764903,,0.7418822554150679,0.4481817561180291,-0.0562609995416952,5,0,0,1,2.098062479875745
TR-2508,台北市,萬華區,華西街,-1.1519661811744244,商,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.583333333333336,-1.7621773903953282,-0.8193256863726953,0.0,300241,2770009,,-1.7000354914614546,-1.6420771089734696,-0.4384519028208025,5,0,0,1,2.051217072136734
TR-2509,新北市,三重區,永福街,-0.4565790983263448,,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.83333333333333,-0.4183324752898998,-0.8193256863726953,0.0,298503,2774092,,-0.062094834091776,0.1461606792844003,-0.4384519028208025,14,0,0,1,1.9575262566587144
TR-2510,新北市,三峽區,大義路,-1.0024293584233095,,3,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.0,-0.578628640879645,0.7162086617563604,1.0,288159,2759784,,-0.7812045320250616,-0.4032787938253651,-0.4384519028208025,0,0,0,1,1.7232992179636646
TR-2511,新竹市,新竹市,長春街,1.484131033006427,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),30.916666666666668,0.0016549693197914,1.0854166187008718,1.0,251742,2742531,,0.5206612547133254,0.5744504549072298,-0.4384519028208025,0,0,0,1,1.048725346521921
TR-2512,新北市,土城區,金城路一段,-1.2367565879031182,,5,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.166666666666668,-1.2404966794437553,-0.8193256863726953,0.0,294588,2762523,,-1.2021467942299116,-1.0533919592130068,-0.4384519028208025,5,0,0,1,1.98094896052822
TR-2513,桃園市,桃園區,國聖二街,0.1462787708297079,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.0,0.0999010062941518,0.9649219716645876,1.0,278897,2764319,,0.2335265798894527,0.7280204939751768,-0.4384519028208025,0,0,0,1,1.348535956051585
TR-2514,新北市,三重區,環河北路三段,-0.0145297924984356,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.666666666666666,0.0631305597072567,0.9711011843331152,1.0,299385,2775926,,-0.2007115736619217,-0.5278411588471442,0.6696882022175036,6,0,0,1,2.285444110831784
TR-2515,台北市,信義區,松德路,-0.1456809403211344,,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.75,-0.0873984560078447,0.6188860622270541,1.0,307900,2769688,,0.120935840401865,-0.2906607651755374,-0.1309910644286714,7,0,0,1,5.564622652562481
TR-2516,桃園市,楊梅區,三元街,0.0705249834122351,,3,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.83333333333333,-0.2097750985548547,0.1832515690958733,1.0,267093,2755897,,0.0513445793115468,0.39699174309538,-0.4384519028208025,0,0,0,1,0.6177475953230296
TR-2517,高雄市,前金區,河東路,-1.375021670077204,,10,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.083333333333336,-0.7871860176146903,-0.8193256863726953,0.0,177087,2502528,,-0.8069476408023744,0.0727883272852702,-0.2462888788257208,6,0,0,1,0.9737726941395052
TR-2518,新北市,板橋區,光復街,-0.0983588567472121,,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.5,-0.1345105906973038,0.680678188912328,1.0,298874,2768208,,-0.2295664867969314,0.3219130573288283,-0.4384519028208025,5,0,0,1,2.472825741787824
TR-2519,台南市,永康區,中華二路,0.1571419408527717,,14,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.166666666666668,0.4756490073539847,0.6250652748955813,1.0,171296,2545447,,0.7905395599172415,0.8355195213227393,-0.3167486542905838,0,0,0,1,1.072148050391426
TR-2520,基隆市,仁愛區,曲水街,-0.2522697877819498,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),43.5,-1.3238047224921894,-0.8193256863726953,0.0,324919,2779585,,-0.9868665109383185,-1.6420771089734696,-0.4384519028208025,1,0,0,1,0.8800818786614852
TR-2521,新北市,板橋區,重慶路,-0.535192879621571,,22,32,住家用,其他,住宅大樓(11層含以上有電梯),29.916666666666668,1.977491935137478,-0.8193256863726953,0.0,296876,2765906,,2.97955247990456,3.567359882964772,-0.218531997581987,11,0,0,1,2.051217072136734
TR-2522,新北市,汐止區,民族五街,-0.7965578663490493,,10,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.25,-0.996892470805576,-0.8193256863726953,0.0,313521,2773838,,-1.1690485115162237,-1.1284706449795583,0.1465777480086693,0,0,0,1,2.308866814701289
TR-2523,新北市,板橋區,雨農路,-0.944075869892338,,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.25,0.041872645274208,0.8444273246283037,1.0,296545,2768626,,0.2454080147097505,0.4567134249551373,-0.4384519028208025,11,0,0,1,2.1683305914842594
TR-2524,新北市,板橋區,民生路二段,0.1693990574717154,,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.333333333333336,-0.5430072707485907,-0.8193256863726953,0.0,297492,2768215,,-0.1992971171356957,1.2757536333175206,-0.4384519028208025,11,0,0,1,2.332289518570794
TR-2525,新北市,鶯歌區,尖山路,-0.8668320016309939,,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.666666666666668,-1.0577935229651203,-0.8193256863726953,0.0,284891,2760154,,-1.1814957289470125,-0.3828027886163055,-0.3423703908232615,2,0,0,1,1.348535956051585
TR-2526,新北市,汐止區,建成路,-0.7869444415498777,,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.666666666666668,-0.5441563472044314,-0.8193256863726953,0.0,316710,2774103,,-0.583180618353425,-0.270184759966478,-0.4384519028208025,7,0,0,1,1.9575262566587144
TR-2527,新北市,淡水區,淡金路,-0.0730034488393971,,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.33333333333333,0.6060691850918781,0.9062194513135776,1.0,296099,2783556,,1.3766903443852854,1.227976287829715,-0.4384519028208025,0,0,0,1,1.37195865992109
TR-2528,新北市,林口區,林口路,2.554105213154229,,3,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),4.916666666666667,0.6480104757300552,0.6065276368899993,1.0,289227,2774577,,0.3645052542179778,0.2894927157478174,0.4369574287123485,0,0,0,1,1.395381363790595
TR-2529,台中市,太平區,育才路,0.0248852491781679,,6,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.583333333333334,-0.0626933122072747,0.496846612023638,1.0,221148,2672464,,-0.3407427697582932,-0.311136770384597,0.6547421892401082,0,0,0,1,1.161154325095545
TR-2530,新北市,中和區,員山路,-0.0196489412039945,,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),35.25,-0.7808660971075677,-0.8193256863726953,0.0,298477,2766255,,-0.2595529651529222,-0.6967682018218857,-0.4384519028208025,5,0,0,1,1.8169900334416844
TR-2531,新北市,汐止區,南興路,-0.1147978131537957,,7,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666666,0.1631002113653774,0.5401011007033298,1.0,315778,2772473,,-0.2114614432612389,-0.3879217899185705,1.0262573689639336,7,0,0,1,1.9341035527892088
TR-2532,高雄市,楠梓區,裕昌街,-0.7996341622847843,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,-0.102336449933771,0.5215634626977476,1.0,176873,2513016,,-0.2657765738683164,-0.5943881757765879,-0.4384519028208025,3,0,0,1,1.0440408057480202
TR-2533,新北市,中和區,興南路一段,0.7846342110567014,,2,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.166666666666666,1.328838275815533,-0.8193256863726953,0.0,301560,2764469,,0.8771042993222712,0.0437806532391025,-0.4384519028208025,5,0,0,1,1.7701446257026745
TR-2534,台北市,信義區,松仁路,0.1618044518803698,,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.75,-0.5453054236602718,-0.8193256863726953,0.0,307595,2768046,,-0.0736933776068289,0.4959591016058346,-0.4384519028208025,7,0,0,1,2.1449078876147545
TR-2535,台中市,西屯區,國安一路,-0.5774198480519322,,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.416666666666666,-0.1339360524693837,0.1600795215888955,1.0,210810,2676156,,-0.358282030683495,-0.811092564239135,0.8404997791020206,2,0,0,1,1.8404127373111896
TR-2536,高雄市,三民區,建武路,-1.1299274048223231,,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.75,-0.7917823234380523,-0.1272538674976279,1.0,181069,2504727,,-0.7987437929502638,-0.8145052317739784,-0.4384519028208025,4,0,0,1,0.9878263164612082
TR-2537,新北市,三峽區,學成路,0.2160001341856999,,10,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.416666666666666,1.5448646495135412,2.9654420731003297,2.0,288016,2759673,,1.5908390624558977,0.915717208391556,0.0590368148553541,0,0,0,1,1.9575262566587144
TR-2538,台南市,永康區,大橋一街,-0.8806032326558073,,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.58333333333333,-0.3281299735064231,-0.2060388290213521,1.0,170738,2546330,,-0.2841645087092542,0.0591376571458971,-0.4384519028208025,0,0,0,1,1.18457702896505
TR-2539,台北市,中山區,農安街,-0.3177131771023106,,12,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),37.66666666666666,2.0573527488183903,-0.8193256863726953,0.0,303082,2773076,,2.786337718422091,3.739699593474356,-0.4384519028208025,10,0,0,1,3.128661450133964
TR-2540,台中市,南屯區,五權西路二段,0.3081688444477579,,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.666666666666666,2.377370541769961,1.3526675666146812,2.0,214855,2670620,,1.569905105867753,5.9749968287966935,0.23625382587304,3,0,0,1,1.8404127373111896
TR-2541,台北市,文山區,光輝路,1.365333136050664,,3,4,住家用,磚造,公寓(5樓含以下無電梯),53.5,-0.4344195456716665,-0.8193256863726953,0.0,305967,2764439,,0.4615369719170795,-1.6420771089734696,-0.4384519028208025,10,0,0,1,1.9575262566587144
TR-2542,新北市,板橋區,文聖街,0.266759017125326,,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),31.5,-0.1230198261388993,-0.8193256863726953,0.0,298327,2769020,,0.4558791458121759,0.091557998726908,-0.4384519028208025,5,0,0,1,1.8872581450501995
TR-2543,高雄市,苓雅區,憲政路,-0.0813430948526783,,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.5,0.7439583597927345,-0.0361104806368489,2.0,180273,2504194,,-0.2250402259130084,0.2383027027251683,8.501399002372622,12,0,0,1,1.161154325095545
TR-2544,桃園市,中壢區,洽溪路,0.2874278804435452,,6,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.9166666666666665,0.0010804310918713,1.337219534943363,1.0,270868,2766718,,-0.2137245737032004,-0.7599025512164861,-0.4384519028208025,0,0,0,1,1.7232992179636646
TR-2545,高雄市,鳳山區,光遠路,-0.0467828326996562,,2,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.5,0.1251806883226416,0.2172372387727739,1.0,184666,2502596,,-0.2745462043309175,0.0284236493323075,-0.4384519028208025,5,0,0,1,1.2079997328345549
TR-2546,台南市,永康區,永平街,-1.038311466486218,,4,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.25,-0.1954116428568488,0.4427785011740234,1.0,174340,2546791,,-0.1772315953265705,0.0642566584481619,-0.4384519028208025,2,0,0,1,1.09088621348703
TR-2547,台北市,中山區,民生東路一段,-1.030188122530918,,9,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.08333333333333,-1.036535608532072,-0.8193256863726953,0.0,303013,2772390,,-1.0482539241765254,-1.1984303294438454,-0.21639685287093,10,0,0,1,3.4565793043070334
TR-2548,高雄市,鳳山區,北賢街,-0.2591193529513596,,2,15,集合住宅,其他,住宅大樓(11層含以上有電梯),2.25,0.0045276604593929,-0.8193256863726953,0.0,185198,2504625,,-0.3794988785768847,-0.4715321445222303,0.2149023787624761,0,0,0,1,1.348535956051585
TR-2549,台北市,信義區,吳興街,0.5656163605695739,,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.333333333333336,-0.5964393259451725,-0.8193256863726953,0.0,307158,2768841,,-0.0711473558596224,-0.0210600299229196,-0.4384519028208025,7,0,0,1,2.753898188221884
