ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價
TR-2650,新北市,新店區,中央三街,0.27091682335096806,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.166666666666668,0.06313055970725677,0.08901857590083063,1.0,303117,2763120,,0.42051773265652653,0.46012609248998054,-0.4384519028208025,2.472825741787824
TR-2651,台北市,大同區,昌吉街,0.7170758682805228,None,3,3,其他,加強磚造,公寓(5樓含以下無電梯),43.583333333333336,-0.9210534247201049,-0.8193256863726953,0.0,301851,2773242,,-0.33055868276946626,-1.6420771089734696,-0.4384519028208025,2.5196711495268342
TR-2652,新北市,永和區,永平路,-0.1132356316239304,None,2,4,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),48.583333333333336,-0.9618456389024416,-0.8193256863726953,0.0,301178,2767218,,-0.5246221181676699,-0.8742269136337354,-0.4384519028208025,2.238598703092774
TR-2653,高雄市,左營區,大中二路,-0.48142980143220365,None,7,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.833333333333333,0.04531987464172933,1.1394847295504864,1.0,178395,2509778,,-0.09236420375301209,-0.8025608954020269,-0.4384519028208025,1.301690548312575
TR-2654,高雄市,三民區,正興路,-0.8459949033787895,None,7,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.833333333333332,0.31592737999215953,-0.42540087875407445,1.0,180327,2505228,,0.5611147113633884,-1.2598583450710241,0.44763315226763084,0.8144983078268713
TR-2655,台北市,中正區,汀州路一段,0.028514317039855443,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.166666666666664,-0.9664419447258035,-0.8193256863726953,0.0,301423,2768959,,-0.6219367271720169,-0.3299064418262349,-0.4384519028208025,2.5196711495268342
TR-2656,新北市,新莊區,幸福路,-0.31655956612641034,None,8,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.5,-0.6039083229081357,1.3557571729489448,1.0,294629,2771280,,-0.7090672491875369,-0.2855417638732725,-0.03917984185324329,2.379134926309804
TR-2657,新北市,新莊區,新樹路,-0.5420664783529786,None,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.416666666666666,-0.5952902494893321,1.1811944150630462,1.0,293814,2766273,,-0.6403246620129546,-0.6182768485204907,-0.12672077500655843,1.7701446257026745
TR-2658,新北市,鶯歌區,龍七路,1.5851440940837227,None,9,9,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),0.75,1.7103316591545683,0.6636853540738775,1.0,283856,2762795,九層96.44㎡、第九層夾層31.98㎡,1.2525010613826444,1.2382142904342444,0.2661458518278315,1.6670847286768526
TR-2659,新竹縣,竹東鎮,光明路,0.011810991451294692,None,12,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,0.06657778907477829,0.5200186595306158,1.0,256185,2740222,,0.017114731376878474,-0.8298622356807731,-0.4384519028208025,1.254845140573565
TR-2660,台中市,大里區,塗城路,-0.7412326066298166,None,5,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),30.666666666666668,-0.8681959077514434,-0.8193256863726953,0.0,219491,2664822,,-1.0836153373321749,0.1205656727730758,-0.4384519028208025,0.9035045825309904
TR-2661,新北市,中和區,景平路,-1.120962886197096,None,2,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.916666666666668,-0.40224540490813315,-0.30799583805205405,1.0,302575,2764830,,-0.29434859569808125,0.25536604039938454,-0.21212656344881697,2.0043716643977243
TR-2662,高雄市,橋頭區,經武路,-0.6085673444012483,None,5,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.0,0.18665627871010673,-0.10717142632491386,1.0,179735,2516024,,-0.49322118328545334,1.7825347622417451,-0.024233828875847775,1.2314224367040598
TR-2663,台中市,北區,民權路,1.4016718817915326,None,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.416666666666664,-0.776844329512126,-0.8193256863726953,0.0,216378,2672310,,-0.3243350740540716,-0.2684784261990561,-0.4384519028208025,1.0206181018785152
TR-2664,新北市,中和區,安平路,0.5370644889160345,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.75,-0.6785982925377662,-0.8193256863726953,0.0,301615,2765604,,-0.09151552983727647,-0.7035935368915722,-0.4384519028208025,2.051217072136734
TR-2665,高雄市,三民區,澄清路,-0.04243275797803123,None,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.416666666666666,0.03842541590668654,0.275939759123784,1.0,182855,2505139,,-0.17949472576853207,-0.9117662565170113,0.048361091300071664,1.3157441706342778
TR-2666,新北市,新莊區,福德二街,-0.2641183338469289,None,9,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.583333333333334,-0.43786677503918775,0.09674259173648975,1.0,296647,2772192,,-0.8004411407817348,-0.9629562695396602,0.46684945466713923,2.4025576301793095
TR-2667,新北市,永和區,豫溪街,1.1108657816165908,None,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),45.25,-1.0124050029594223,-0.8193256863726953,0.0,302833,2767058,,-0.4793595093284385,-1.6420771089734696,-0.4384519028208025,1.9106808489197045
TR-2668,高雄市,三民區,明哲路,0.6513200426541887,None,14,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.75,1.8987801979124053,1.354212369781813,2.0,179337,2506959,,2.47204547829468,0.5249667756520023,-0.34450553553431773,1.114308917356535
TR-2669,新北市,樹林區,復興路,-0.6585090862329448,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.416666666666668,-0.18909172234972638,-0.8193256863726953,0.0,292421,2764861,,-0.12772561690866144,0.2024696936093142,-0.4384519028208025,1.9106808489197045
TR-2670,高雄市,鳳山區,北昌三街,-0.5049586586281762,None,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.666666666666666,-0.1638120403212358,0.2991118066307618,1.0,185671,2505172,,-0.477096378886477,-0.9902576098184064,0.9664733170543524,1.13773162122604
TR-2671,新北市,新店區,中興路三段,0.0534371208317077,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.083333333333336,-0.3694967259166799,-0.8193256863726953,0.0,304887,2763781,,0.024752796618498624,-0.4527624730805925,-0.4384519028208025,2.0277943682672293
TR-2672,台北市,信義區,吳興街,-0.24621333015847172,None,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.916666666666664,-1.3657460131303665,-0.8193256863726953,0.0,307109,2768698,,-1.0544775328919198,-1.6420771089734696,-0.4384519028208025,2.8007435959608937
TR-2673,台南市,安南區,同安路,-0.86409217556323,None,18,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.166666666666668,-0.3310026646460241,0.3593591301489038,1.0,167380,2549399,,-0.14809379088631544,-0.11661472089853109,-0.4384519028208025,0.7863910631834654
TR-2674,基隆市,中山區,復興路,0.8739669610030041,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),27.083333333333332,0.13896960579272774,-0.8193256863726953,0.0,323134,2782787,,0.5189639068818541,0.36627773528179064,-0.4384519028208025,0.6692775438359404
TR-2675,新北市,板橋區,藝文街,-0.0337566420967789,None,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.5833333333333335,0.47679808380982536,0.6281548812298451,1.0,295525,2768228,,0.0018386008936377726,-0.16439206638633666,1.5365569549064289,2.332289518570794
TR-2676,新北市,板橋區,板新路,-0.7430110902176634,None,11,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.0,-0.2275857836203822,-0.8193256863726953,0.0,297890,2767380,,-0.1681790735587241,-0.7684342200535943,0.419876271023897,2.472825741787824
TR-2677,新北市,新店區,建安街,0.6249552251424606,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.583333333333336,0.04531987464172933,-0.8193256863726953,0.0,304386,2763199,,0.7356586466996737,1.4122603347112506,-0.4384519028208025,2.1683305914842594
TR-2678,台北市,大安區,文昌街,1.6379698633551711,None,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),50.0,0.12862791769016318,-0.8193256863726953,0.0,305964,2769522,,1.377539018301021,-1.6420771089734696,-0.4384519028208025,3.0818160423949537
TR-2679,新竹縣,竹北市,六家五路二段,0.20499276279064865,None,5,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.5,0.2561754042884555,0.6590509445724821,1.0,253763,2743734,,0.0827455141937635,-0.9151789240518546,0.7636345695039881,1.6296084024856448
TR-2680,新竹市,新竹市,凌雲街,1.7537395314991953,None,6,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,1.009969559319803,-0.8193256863726953,1.0,245201,2743834,,0.4864314067786569,0.5898074588140245,-0.4384519028208025,1.4422267715296049
TR-2681,台北市,大同區,重慶北路二段,0.1598336997965398,None,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,3.1736805256674057,2.713639156857839,2.0,301834,2772152,,3.1153403064222536,1.8217804388924426,0.7123910964386329,3.690806343002083
TR-2682,新北市,新莊區,自強街,-0.7620937384440192,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),46.166666666666664,-1.5248931022642715,-0.8193256863726953,0.0,295981,2770983,,-1.4440188602145532,-0.8571635759595192,-0.4384519028208025,1.8638354411806946
TR-2683,高雄市,鳳山區,中崙二路,0.8287598308848991,None,7,7,國民住宅,鋼筋混凝土造,華廈(10層含以下有電梯),26.166666666666668,-0.32353366768306097,-0.8193256863726953,0.0,183642,2500099,,-0.3464005958631968,-0.1149083871311095,-0.4384519028208025,0.9269272864004954
TR-2684,台北市,信義區,忠孝東路五段,1.2017607130927586,None,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.416666666666664,-0.22988393653206304,-0.8193256863726953,0.0,308856,2770361,露臺12.72平方公尺,0.43437940661354096,-1.6420771089734696,2.2774521696430226,3.105238746264458
TR-2685,高雄市,鼓山區,華泰路,0.2546701354403679,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),31.083333333333332,0.5382736741972904,-0.03147607113545356,1.0,177556,2508029,,0.7294350379842794,0.2826673806781307,-0.22280228700409946,0.8426055524702774
TR-2686,新竹市,新竹市,博愛街,0.255319041614312,None,4,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.0,0.552062591667376,-0.8193256863726953,1.0,248060,2743548,,0.7229285379636399,0.3031433858871904,-0.4384519028208025,1.37195865992109
TR-2687,新北市,鶯歌區,福德五街,-0.32324089636183456,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),37.5,-0.7550118768511572,-0.8193256863726953,0.0,283199,2762221,,-0.3469663784736875,0.08473266365722139,-0.4384519028208025,0.9737726941395051
TR-2688,台中市,烏日區,三榮三路,0.22157592056921943,None,11,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.9166666666666665,-0.6056319375918964,0.728567087093415,1.0,210022,2666759,,-0.8304276191377254,-0.6285148511250204,-0.4384519028208025,1.6296084024856448
TR-2689,新北市,五股區,新五路三段,-0.7211165152375502,None,19,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,-0.6745765249423243,0.8552409467982265,1.0,295165,2776026,,-0.8338223148006677,-0.9305359279586493,-0.4384519028208025,1.6061856986161398
TR-2690,台北市,中山區,長春路,-0.6281787309915584,None,8,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.25,0.20733965491523534,-0.8193256863726953,0.0,304741,2771963,,-0.15714631265416149,0.13421634291244885,-0.12031534087338898,3.4565793043070334
TR-2691,高雄市,苓雅區,民權一路,0.23481841323007874,None,2,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),40.0,-0.5407091178369096,-0.8193256863726953,0.0,179631,2502195,,0.2878417104965298,-1.6420771089734696,-0.4384519028208025,1.0440408057480202
TR-2692,高雄市,楠梓區,秀群路,-0.6866283537705218,None,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666666,0.5779168119237866,0.3392766889761898,1.0,177984,2513122,,0.3308411888937997,-0.5892691744743229,0.19782122107402453,1.161154325095545
TR-2693,新竹縣,竹北市,科大一路,1.7854638333364616,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.833333333333333,1.8775222834793572,3.0009725459443612,2.0,251038,2745953,,1.545010671006176,1.0146845669020108,0.6333907421295435,2.051217072136734
TR-2694,新北市,蘆洲區,長安街,-0.22364581544241643,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.666666666666668,-0.7021543598824957,0.18016196276160956,1.0,296128,2775001,,-0.709350140492782,-0.13709072610759054,-0.1608830903834621,1.7701446257026745
TR-2695,台北市,萬華區,萬大路,-0.6425988681903158,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.583333333333336,-1.540980172646038,-0.8193256863726953,0.0,300583,2769092,,-1.3401977511895666,-1.6420771089734696,-0.4384519028208025,2.753898188221884
TR-2696,新北市,汐止區,大同路二段,-0.841092056731212,None,9,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.583333333333334,-0.0006431835918893705,0.25122290844967443,1.0,315913,2773213,,-0.37101213941952893,1.323530978805326,-0.4384519028208025,2.707052780482874
TR-2697,新北市,五股區,成泰路一段,-0.5854230241972426,住,6,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.916666666666668,-0.6217190079736629,-0.11952985166196865,1.0,293819,2773364,,-0.6428706837601612,-0.35379511457013785,-0.4384519028208025,1.5827629947466348
TR-2698,台中市,西屯區,長安路二段,-0.4690525170032702,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),32.166666666666664,-0.5654142616374798,0.7857248042772935,1.0,216103,2674461,門牌登載為8樓實際為7樓 ,-0.354887335020553,-0.4203421314995814,-0.4384519028208025,0.9878263164612082
TR-2699,台北市,信義區,信義路五段,-0.39582225359558015,None,28,30,住家用,鋼骨造,住宅大樓(11層含以上有電梯),24.333333333333332,0.12805337946224335,0.6791333857451959,1.0,307596,2768956,,0.5514964069850516,0.37310307035147733,-0.0776124466522598,3.971878789436143
TR-2700,台北市,北投區,裕民六路,-0.15031941778673474,None,12,24,其他,其他,住宅大樓(11層含以上有電梯),4.416666666666667,1.515563199889609,0.7471047250989975,1.0,302186,2778607,,1.2969149963061406,0.675124147185106,-0.2740457600694547,4.627714497782282
TR-2701,新北市,蘆洲區,集賢路,-0.2459489609764945,None,7,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.166666666666668,0.2021688108639533,0.8150760644527985,1.0,298578,2775410,,0.20750057980689476,0.33385739370077977,-0.4384519028208025,2.379134926309804
TR-2702,台北市,大同區,承德路三段,-1.2338965940253646,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),12.916666666666666,-1.6656549681047288,-0.8193256863726953,0.0,302363,2773778,,-1.9718940358020869,-1.3929523789299112,-0.09682874905176789,3.925033381697133
TR-2703,新北市,新莊區,中原路,-1.2663899698465648,None,5,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,-1.0348119938483114,-0.8193256863726953,0.0,295549,2771822,,-1.147548772317589,-0.9868449422835631,-0.4384519028208025,2.472825741787824
TR-2704,桃園市,桃園區,桃鶯路,-0.33124407250714466,None,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.916666666666666,-0.015006639289895292,0.7656423631045796,1.0,282547,2763281,,-0.2629476608158646,-0.10467038452657962,0.38571395564699335,1.222053355156258
TR-2705,台中市,潭子區,中山路二段,-0.7409201703238436,None,6,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),21.666666666666668,-0.06211877397935442,0.6266100780627131,1.0,219985,2678515,,-0.09349576897399264,0.40552341193248825,-0.4384519028208025,1.301690548312575
TR-2706,高雄市,左營區,文智路,1.4132800922365323,None,7,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.166666666666667,2.0228804551431767,2.037015369654089,2.0,177939,2508666,,1.370749626975136,0.8662335291363287,0.7187965305718026,1.5827629947466348
TR-2707,桃園市,平鎮區,文化街,0.13137796239099167,None,5,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,-0.23045847475998313,-0.8193256863726953,0.0,270365,2760209,花台2.56㎡,-0.11556129078311787,0.2690167105387576,0.10814514320965296,0.9175582048526933
TR-2708,新北市,新莊區,新莊路,0.16920678897573213,None,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),49.083333333333336,-0.8590032961047197,-0.8193256863726953,0.0,295857,2769709,,-0.513306465957862,0.06425665844816195,-0.4384519028208025,1.7232992179636646
TR-2709,新北市,板橋區,文化路一段,0.815709606720024,None,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.75,0.9829662626075517,-0.8193256863726953,0.0,296882,2768025,,0.4295702544243726,0.3150877222591419,-0.4384519028208025,2.425980334048814
TR-2710,新北市,土城區,延和路,-0.41079516272029004,None,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.5,-0.5711596439166822,-0.8193256863726953,0.0,297187,2764718,,-0.42193257436366394,-0.28383543010585094,-0.4384519028208025,1.8872581450501995
TR-2711,台中市,北區,育樂街,-0.7450299094254896,None,13,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.333333333333333,-0.3252572823668217,0.9788252001687745,1.0,218782,2672512,,-0.5563059443551315,-0.727482209635475,-0.4384519028208025,1.6998765140941594
TR-2712,台中市,北屯區,太和一街,-0.2903389499866695,None,11,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.166666666666667,-0.6222935462015832,0.801172835948612,1.0,221923,2673036,,-0.871729749703524,-0.47665114582449525,-0.4384519028208025,1.301690548312575
TR-2713,新北市,蘆洲區,得勝街,-0.7477937690552513,None,3,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.578628640879645,-0.8193256863726953,0.0,297712,2775180,,-0.7922372929296242,-0.9373612630283358,0.022739354767394238,2.2620214069622793
TR-2714,新北市,土城區,中正路,0.2885814914194458,None,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.583333333333334,0.344079753160251,0.7393807092633382,1.0,294942,2763170,,0.07397588373116279,-0.3008987677800672,1.0433385266523851,2.2151759992232694
TR-2715,新北市,蘆洲區,長安街,-0.35546990300105746,None,5,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.666666666666668,-0.11612536740385634,-0.8193256863726953,0.0,296766,2774610,,0.10622549252911503,0.2758420456084443,-0.28045119420262393,1.7232992179636646
TR-2716,新北市,泰山區,明志路一段,1.91603817567121,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.666666666666664,-0.49646967428705163,-0.8193256863726953,0.0,293407,2772374,,-0.02616763832563638,0.6853621497896359,-0.4384519028208025,1.2079997328345549
TR-2717,台北市,中山區,北安路,-0.5576161929656388,None,3,5,商業用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.083333333333336,-0.9681655594095643,-0.8193256863726953,0.0,304970,2774679,,-0.512174900736881,-1.0141462825623093,-0.4384519028208025,3.362888488829013
TR-2718,台中市,南屯區,黎明路二段,-0.8746909764043168,None,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.333333333333332,-0.7222631978597038,-0.8193256863726953,0.0,213125,2671120,,-0.7373563797120564,-0.8486319071224109,-0.4384519028208025,1.6624001879029517
TR-2719,台南市,永康區,國華街,-0.8590691611056629,None,4,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,-0.37754026110756317,-0.5088202497791942,1.0,172811,2545737,,-0.3959065742811059,0.21100136244642217,-0.4384519028208025,1.1049398358087332
TR-2720,桃園市,桃園區,永安路,-0.4977245564667994,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,-0.6797473689936067,1.2167248879070787,1.0,279637,2766517,,-0.9218015107319234,-0.8844649162382652,-0.22066714229304302,2.0277943682672293
TR-2721,新北市,土城區,裕民路,-0.02464792209956379,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.166666666666664,-0.548178114799873,-0.8193256863726953,0.0,295330,2764616,,0.04936434017483071,-0.2753037612687428,-0.4384519028208025,1.5827629947466348
TR-2722,台中市,北區,育樂街,-0.7450299094254896,None,8,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.916666666666667,-0.3252572823668217,0.9788252001687745,1.0,218732,2672489,,-0.5563059443551315,-0.727482209635475,-0.4384519028208025,1.6061856986161398
TR-2723,台中市,南屯區,大英街,-0.12606955373082446,None,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.25,-0.10118737347793033,-0.8193256863726953,0.0,214323,2671460,,-0.14611355174959886,1.5265846971285002,-0.4384519028208025,1.301690548312575
TR-2724,新北市,林口區,富貴路,-0.7646893631397955,None,8,20,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.1793245724750824,0.7239326775920196,1.0,288187,2775011,,-0.4233470308898898,-0.14050339364243372,-0.4384519028208025,2.0043716643977243
TR-2725,台中市,西屯區,西屯路二段,-0.30656160433527185,None,2,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.5,0.3751048174679437,1.0081764603442793,1.0,214371,2673767,,0.09066647074062899,-0.10978938582884441,-0.4384519028208025,2.355712222440299
TR-2726,高雄市,楠梓區,德賢路,-0.9616924708368201,None,19,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.666666666666668,0.16022752022577622,-0.8193256863726953,0.0,178550,2514119,,0.21457286243802462,0.10008966756401635,-0.28899177304685003,0.9831417756873073
TR-2727,台南市,北區,北門路二段,0.35967276780931995,None,8,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.833333333333332,0.06887594198645915,-0.8193256863726953,0.0,169601,2545404,,-0.11018635598345923,-0.25824042359452654,-0.4384519028208025,1.1939461105128522
TR-2728,台北市,中正區,中華路二段,-0.5318522145038588,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.916666666666668,-0.6245916991132641,-0.8193256863726953,0.0,301335,2768745,,-0.2785066826043503,-0.24970875475741824,-0.4384519028208025,2.613361965004854
TR-2729,桃園市,龜山區,長壽路,0.6775166252319318,None,9,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.333333333333334,0.6376687876274912,2.4448434057768966,2.0,284259,2765729,,0.2731313626237798,0.4038170781650667,0.9557975934990699,1.2314224367040598
TR-2730,新北市,汐止區,湖前街,-0.7131133390922396,None,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.916666666666668,-0.842916225722953,1.1286711073805635,1.0,313749,2773764,,-0.6691795751479643,-0.7428392135422699,-0.3487758249564307,2.0277943682672293
TR-2731,台北市,大安區,四維路,0.6523775193820982,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),47.0,-0.4424630808625497,-0.8193256863726953,0.0,305209,2768991,,0.2369212755523948,-0.36915211847693247,-0.4384519028208025,4.159260420392183
TR-2732,新竹縣,竹北市,六家五路二段,0.18254541588458284,None,15,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.583333333333334,0.2785823951773446,0.680678188912328,1.0,253703,2743863,,0.1721391666512454,-0.2872480976406941,0.10173970907648351,2.0043716643977243
TR-2733,台北市,文山區,興隆路四段,-0.2000929246844459,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.083333333333336,-0.5855230996146881,-0.8193256863726953,0.0,306772,2764075,,-0.3563017915467789,-0.43228646787153285,-0.4384519028208025,2.1683305914842594
TR-2734,新北市,新莊區,立信一街,-0.6203197562182355,None,7,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.666666666666666,-0.219542248429499,-0.21685245119127505,1.0,294785,2771387,,-0.4131629439010628,-1.0192652838645742,0.8810675286120937,2.0043716643977243
TR-2735,高雄市,三民區,義光街,-0.011717865744677813,None,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.416666666666668,0.5647024326816215,-0.35897434256740496,1.0,182345,2504842,,0.3133019279685975,0.9822642253209999,5.571980458803149,0.9503499902700003
TR-2736,高雄市,鼓山區,美術北五街,0.36870938712054147,None,10,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.25,4.544528737485086,-0.8193256863726953,0.0,176894,2507404,,4.362608071248318,2.067492501401157,1.1500957622052088,1.7232992179636646
TR-2737,高雄市,左營區,正心街,-1.246321945578294,None,12,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.166666666666666,-0.6820455219052874,-0.8193256863726953,0.0,178449,2507410,,-0.958860271719044,-1.6420771089734696,0.511687493599325,1.4890721792686148
TR-2738,台北市,文山區,和平東路四段,4.529615942260002,None,4,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.5,1.3374563492343365,1.283151424093748,1.0,307028,2766462,,1.5690564319520182,1.420792003548359,1.3337182073560647,2.2854441108317842
TR-2739,桃園市,中壢區,龍慈路,0.05937341064519637,None,7,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.583333333333333,0.15160944680697266,0.8660545689681494,1.0,274842,2759432,,-0.06916711672290589,-0.18486807159539642,-0.1309910644286711,1.161154325095545
TR-2740,新北市,新店區,安成街,-0.6555529581071996,住,7,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.75,-0.5441563472044314,-0.8193256863726953,0.0,301488,2761499,,-0.7152908579029311,-0.1882807391302396,-0.17369395864980064,1.7467219218331695
TR-2741,台北市,大安區,忠孝東路四段,0.7473581563979137,住,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),46.75,0.61009095268732,-0.8193256863726953,0.0,305884,2770244,,1.6824958453553411,1.2450396255039313,-0.4384519028208025,4.534023682304262
TR-2742,台南市,永康區,中華路,-0.9176389516946161,None,4,17,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.583333333333332,0.1395441440206476,-0.8193256863726953,0.0,171637,2544579,,0.12037005779137477,0.44988808988545065,-0.4384519028208025,0.9409809087221981
TR-2743,新北市,土城區,延吉街,0.8395028330979737,None,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.833333333333334,1.004798715268521,0.7996280327814802,1.0,296825,2763913,,1.0462732998588975,0.5607997847678567,0.1230911561870479,2.1917532953537644
TR-2744,新竹市,新竹市,龍山東路,-0.7138343459521775,None,18,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.083333333333333,0.6784610018098276,1.516416702330657,2.0,251264,2742396,,0.2267371885635678,0.2997307183523472,0.11668572205387864,2.2620214069622793
TR-2745,台北市,內湖區,內湖路二段,1.997487917282192,住,4,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),25.416666666666668,0.4888633865961504,0.8197104739541942,1.0,308487,2775220,,0.627594168096009,0.6563544757434682,0.28109186480522647,3.175506857872974
TR-2746,新北市,永和區,保安路,-1.2912647065144214,None,3,25,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.333333333333332,-0.7573100297628381,-0.8193256863726953,0.0,300974,2767194,,-0.848532662673418,-0.0347107000622927,-0.4384519028208025,2.5196711495268342
